#Digilent WaveForms Oscilloscope Acquisition,,
#Device Name: Discovery2,,
#Serial Number: SN:210321AA22EE,,
#Date Time: 2019-03-18 13:20:07.459,,
#Sample rate: 4000Hz,,
#Samples: 8192,,
#Trigger: Source: voltage of transistor Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s,,
#voltage of LED: Range: 500 mV/div Offset: 0 V,,
#voltage of transistor: Range: 5 V/div Offset: 0 V,,
,,
Time (s),voltage of LED (V),voltage of transistor (V)
0.2265,1.42035,9.47846
0.22675,1.42035,9.47846
0.227,1.42035,9.47846
0.22725,1.42035,9.47846
0.2275,1.42035,9.47846
0.22775,1.42035,9.47846
0.228,1.42035,9.48222
0.22825,1.42035,9.48222
0.2285,1.42035,9.48222
0.22875,1.42035,9.48222
0.229,1.42035,9.48222
0.22925,1.42035,9.48222
0.2295,1.42035,9.48222
0.22975,1.42035,9.48222
0.23,1.42035,9.48222
0.23025,1.42068,9.48597
0.2305,1.42035,9.48597
0.23075,1.42035,9.48597
0.231,1.42035,9.48597
0.23125,1.42035,9.48597
0.2315,1.42035,9.48597
0.23175,1.42035,9.48597
0.232,1.42035,9.48597
0.23225,1.42035,9.48597
0.2325,1.42035,9.48973
0.23275,1.42035,9.48597
0.233,1.42035,9.48973
0.23325,1.42035,9.48973
0.2335,1.42035,9.48973
0.23375,1.42035,9.48973
0.234,1.42035,9.48973
0.23425,1.42035,9.48973
0.2345,1.42035,9.49348
0.23475,1.42035,9.49348
0.235,1.42068,9.49348
0.23525,1.42068,9.49348
0.2355,1.42035,9.49348
0.23575,1.42035,9.49348
0.236,1.42035,9.49348
0.23625,1.42035,9.49348
0.2365,1.42035,9.49348
0.23675,1.42035,9.49724
0.237,1.42035,9.49724
0.23725,1.42035,9.49724
0.2375,1.42035,9.49724
0.23775,1.42035,9.49724
0.238,1.42035,9.49724
0.23825,1.42035,9.49724
0.2385,1.42035,9.49724
0.23875,1.42068,9.501
0.239,1.42068,9.501
0.23925,1.42035,9.501
0.2395,1.42068,9.501
0.23975,1.42035,9.501
0.24,1.42068,9.501
0.24025,1.42068,9.501
0.2405,1.42035,9.501
0.24075,1.42035,9.501
0.241,1.42068,9.50475
0.24125,1.42035,9.501
0.2415,1.42068,9.50475
0.24175,1.42068,9.50475
0.242,1.42068,9.50475
0.24225,1.42035,9.50475
0.2425,1.42035,9.50475
0.24275,1.42035,9.50475
0.243,1.42068,9.50475
0.24325,1.42068,9.50475
0.2435,1.42068,9.50475
0.24375,1.42035,9.50851
0.244,1.42035,9.50851
0.24425,1.42068,9.50851
0.2445,1.42035,9.50851
0.24475,1.42035,9.50851
0.245,1.42035,9.50851
0.24525,1.42035,9.50851
0.2455,1.42068,9.50851
0.24575,1.42035,9.51227
0.246,1.42068,9.51227
0.24625,1.42068,9.51227
0.2465,1.42068,9.51227
0.24675,1.42068,9.51227
0.247,1.42035,9.51227
0.24725,1.42035,9.51227
0.2475,1.42068,9.51227
0.24775,1.42035,9.51227
0.248,1.42068,9.51602
0.24825,1.42068,9.51602
0.2485,1.42068,9.51602
0.24875,1.42035,9.51602
0.249,1.42068,9.51602
0.24925,1.42068,9.51602
0.2495,1.42068,9.51602
0.24975,1.42068,9.51978
0.25,1.42068,9.51602
0.25025,1.42068,9.51978
0.2505,1.42035,9.51978
0.25075,1.42068,9.51978
0.251,1.42035,9.51978
0.25125,1.42068,9.51978
0.2515,1.42068,9.51978
0.25175,1.42068,9.51978
0.252,1.42035,9.51978
0.25225,1.42035,9.51978
0.2525,1.42068,9.51978
0.25275,1.42068,9.52354
0.253,1.42068,9.52354
0.25325,1.42035,9.52354
0.2535,1.42068,9.52354
0.25375,1.42068,9.52354
0.254,1.42068,9.52354
0.25425,1.42068,9.52354
0.2545,1.42068,9.52354
0.25475,1.42068,9.52729
0.255,1.42068,9.52729
0.25525,1.42068,9.52729
0.2555,1.42068,9.52729
0.25575,1.42068,9.52729
0.256,1.42068,9.52729
0.25625,1.42068,9.52729
0.2565,1.42068,9.52729
0.25675,1.42068,9.52729
0.257,1.42068,9.52729
0.25725,1.42068,9.52729
0.2575,1.42068,9.53105
0.25775,1.42068,9.53105
0.258,1.42068,9.53105
0.25825,1.42035,9.53105
0.2585,1.42068,9.53105
0.25875,1.42068,9.53481
0.259,1.42068,9.53105
0.25925,1.42068,9.53481
0.2595,1.42068,9.53481
0.25975,1.42068,9.53481
0.26,1.42068,9.53481
0.26025,1.42068,9.53481
0.2605,1.42068,9.53481
0.26075,1.42068,9.53481
0.261,1.42068,9.53481
0.26125,1.42068,9.53481
0.2615,1.42068,9.53856
0.26175,1.42068,9.53856
0.262,1.42068,9.53856
0.26225,1.42068,9.53856
0.2625,1.42068,9.53856
0.26275,1.42068,9.53856
0.263,1.42068,9.53856
0.26325,1.42068,9.53856
0.2635,1.42068,9.53856
0.26375,1.42068,9.53856
0.264,1.42068,9.54232
0.26425,1.42068,9.54232
0.2645,1.42068,9.54232
0.26475,1.42068,9.54232
0.265,1.42068,9.54232
0.26525,1.42068,9.54232
0.2655,1.42068,9.54232
0.26575,1.42068,9.54608
0.266,1.42068,9.54232
0.26625,1.42068,9.54232
0.2665,1.42068,9.54608
0.26675,1.42068,9.54608
0.267,1.42068,9.54608
0.26725,1.42068,9.54608
0.2675,1.42068,9.54608
0.26775,1.42068,9.54608
0.268,1.42068,9.54608
0.26825,1.42068,9.54983
0.2685,1.42068,9.54983
0.26875,1.42068,9.54983
0.269,1.42068,9.54983
0.26925,1.42068,9.54983
0.2695,1.42068,9.54983
0.26975,1.42068,9.54983
0.27,1.42068,9.54983
0.27025,1.42068,9.54983
0.2705,1.42068,9.54983
0.27075,1.42068,9.55359
0.271,1.42068,9.55359
0.27125,1.42068,9.55359
0.2715,1.42068,9.55359
0.27175,1.42068,9.55359
0.272,1.42068,9.55359
0.27225,1.42068,9.55359
0.2725,1.42068,9.55735
0.27275,1.42068,9.55735
0.273,1.42068,9.55735
0.27325,1.42068,9.55735
0.2735,1.42068,9.55735
0.27375,1.42068,9.55735
0.274,1.42068,9.55735
0.27425,1.42068,9.55735
0.2745,1.42068,9.5611
0.27475,1.42068,9.55735
0.275,1.42068,9.55735
0.27525,1.42068,9.5611
0.2755,1.42068,9.5611
0.27575,1.42068,9.5611
0.276,1.42068,9.5611
0.27625,1.42068,9.5611
0.2765,1.42068,9.5611
0.27675,1.42068,9.5611
0.277,1.42068,9.5611
0.27725,1.42068,9.56486
0.2775,1.42068,9.56486
0.27775,1.42068,9.56486
0.278,1.42068,9.56486
0.27825,1.42068,9.56486
0.2785,1.42068,9.56486
0.27875,1.42068,9.56486
0.279,1.42068,9.56486
0.27925,1.42068,9.56862
0.2795,1.42068,9.56862
0.27975,1.42102,9.56862
0.28,1.42068,9.56862
0.28025,1.42068,9.56862
0.2805,1.42068,9.56862
0.28075,1.42068,9.56862
0.281,1.42068,9.56862
0.28125,1.42068,9.56862
0.2815,1.42068,9.56862
0.28175,1.42068,9.57237
0.282,1.42102,9.57237
0.28225,1.42102,9.57237
0.2825,1.42068,9.57237
0.28275,1.42068,9.57237
0.283,1.42102,9.57237
0.28325,1.42068,9.57237
0.2835,1.42102,9.57613
0.28375,1.42102,9.57613
0.284,1.42068,9.57613
0.28425,1.42068,9.57613
0.2845,1.42068,9.57613
0.28475,1.42068,9.57613
0.285,1.42068,9.57613
0.28525,1.42068,9.57613
0.2855,1.42102,9.57989
0.28575,1.42102,9.57989
0.286,1.42102,9.57989
0.28625,1.42068,9.57989
0.2865,1.42102,9.57989
0.28675,1.42068,9.57989
0.287,1.42068,9.57989
0.28725,1.42068,9.57989
0.2875,1.42068,9.57989
0.28775,1.42068,9.57989
0.288,1.42068,9.58364
0.28825,1.42102,9.58364
0.2885,1.42068,9.57989
0.28875,1.42068,9.58364
0.289,1.42102,9.58364
0.28925,1.42102,9.58364
0.2895,1.42068,9.58364
0.28975,1.42068,9.58364
0.29,1.42068,9.58364
0.29025,1.42068,9.58364
0.2905,1.42068,9.58364
0.29075,1.42102,9.5874
0.291,1.42102,9.58364
0.29125,1.42102,9.5874
0.2915,1.42068,9.5874
0.29175,1.42068,9.5874
0.292,1.42068,9.5874
0.29225,1.42102,9.5874
0.2925,1.42102,9.5874
0.29275,1.42102,9.5874
0.293,1.42102,9.5874
0.29325,1.42102,9.59116
0.2935,1.42102,9.59116
0.29375,1.42102,9.59116
0.294,1.42102,9.59116
0.29425,1.42102,9.59116
0.2945,1.42102,9.59116
0.29475,1.42102,9.59116
0.295,1.42102,9.59491
0.29525,1.42102,9.59491
0.2955,1.42102,9.59116
0.29575,1.42102,9.59491
0.296,1.42102,9.59491
0.29625,1.42102,9.59491
0.2965,1.42102,9.59491
0.29675,1.42102,9.59491
0.297,1.42102,9.59491
0.29725,1.42102,9.59491
0.2975,1.42102,9.59491
0.29775,1.42102,9.59491
0.298,1.42102,9.59867
0.29825,1.42102,9.59867
0.2985,1.42102,9.59867
0.29875,1.42102,9.59867
0.299,1.42102,9.59867
0.29925,1.42102,9.59867
0.2995,1.42102,9.59867
0.29975,1.42102,9.59867
0.3,1.42102,9.60243
0.30025,1.42102,9.59867
0.3005,1.42102,9.60243
0.30075,1.42102,9.60243
0.301,1.42102,9.60243
0.30125,1.42102,9.60243
0.3015,1.42102,9.60243
0.30175,1.42102,9.60243
0.302,1.42102,9.60243
0.30225,1.42102,9.60243
0.3025,1.42102,9.60243
0.30275,1.42102,9.60618
0.303,1.42102,9.60618
0.30325,1.42102,9.60243
0.3035,1.42102,9.60618
0.30375,1.42102,9.60618
0.304,1.42102,9.60618
0.30425,1.42102,9.60618
0.3045,1.42102,9.60994
0.30475,1.42102,9.60618
0.305,1.42102,9.60618
0.30525,1.42102,9.60994
0.3055,1.42102,9.60994
0.30575,1.42102,9.60994
0.306,1.42102,9.60994
0.30625,1.42102,9.60994
0.3065,1.42102,9.60994
0.30675,1.42102,9.60994
0.307,1.42102,9.60994
0.30725,1.42102,9.60994
0.3075,1.42102,9.6137
0.30775,1.42102,9.6137
0.308,1.42102,9.6137
0.30825,1.42102,9.6137
0.3085,1.42102,9.6137
0.30875,1.42102,9.6137
0.309,1.42102,9.6137
0.30925,1.42102,9.6137
0.3095,1.42102,9.6137
0.30975,1.42102,9.6137
0.31,1.42102,9.61745
0.31025,1.42102,9.61745
0.3105,1.42102,9.61745
0.31075,1.42102,9.61745
0.311,1.42102,9.61745
0.31125,1.42102,9.61745
0.3115,1.42102,9.61745
0.31175,1.42102,9.61745
0.312,1.42102,9.62121
0.31225,1.42102,9.62121
0.3125,1.42102,9.62121
0.31275,1.42102,9.62121
0.313,1.42102,9.62121
0.31325,1.42102,9.62121
0.3135,1.42102,9.62121
0.31375,1.42102,9.62121
0.314,1.42102,9.62497
0.31425,1.42102,9.62497
0.3145,1.42102,9.62497
0.31475,1.42102,9.62497
0.315,1.42102,9.62497
0.31525,1.42102,9.62497
0.3155,1.42102,9.62497
0.31575,1.42102,9.62497
0.316,1.42102,9.62497
0.31625,1.42102,9.62872
0.3165,1.42102,9.62872
0.31675,1.42102,9.62872
0.317,1.42102,9.62872
0.31725,1.42102,9.62872
0.3175,1.42102,9.62872
0.31775,1.42102,9.62872
0.318,1.42102,9.62872
0.31825,1.42102,9.62872
0.3185,1.42102,9.62872
0.31875,1.42102,9.62872
0.319,1.42102,9.63248
0.31925,1.42102,9.63248
0.3195,1.42102,9.63248
0.31975,1.42102,9.63248
0.32,1.42102,9.63248
0.32025,1.42102,9.63248
0.3205,1.42102,9.63248
0.32075,1.42136,9.63248
0.321,1.42102,9.63624
0.32125,1.42136,9.63624
0.3215,1.42102,9.63624
0.32175,1.42102,9.63624
0.322,1.42136,9.63624
0.32225,1.42136,9.63624
0.3225,1.42136,9.63624
0.32275,1.42136,9.63624
0.323,1.42102,9.63624
0.32325,1.42102,9.63999
0.3235,1.42136,9.63999
0.32375,1.42136,9.63999
0.324,1.42102,9.63999
0.32425,1.42136,9.63999
0.3245,1.42102,9.63999
0.32475,1.42136,9.63999
0.325,1.42136,9.63999
0.32525,1.42136,9.64375
0.3255,1.42102,9.63999
0.32575,1.42136,9.64375
0.326,1.42136,9.64375
0.32625,1.42136,9.64375
0.3265,1.42102,9.64375
0.32675,1.42102,9.64375
0.327,1.42136,9.64375
0.32725,1.42136,9.64375
0.3275,1.42102,9.64375
0.32775,1.42102,9.64375
0.328,1.42102,9.64375
0.32825,1.42102,9.64751
0.3285,1.42136,9.64751
0.32875,1.42102,9.64751
0.329,1.42102,9.64751
0.32925,1.42136,9.64751
0.3295,1.42136,9.64751
0.32975,1.42102,9.64751
0.33,1.42136,9.65126
0.33025,1.42136,9.65126
0.3305,1.42136,9.65126
0.33075,1.42136,9.65126
0.331,1.42136,9.65126
0.33125,1.42136,9.65126
0.3315,1.42136,9.65126
0.33175,1.42136,9.65126
0.332,1.42136,9.65126
0.33225,1.42136,9.65126
0.3325,1.42136,9.65502
0.33275,1.42136,9.65502
0.333,1.42136,9.65502
0.33325,1.42136,9.65502
0.3335,1.42136,9.65502
0.33375,1.42136,9.65502
0.334,1.42136,9.65878
0.33425,1.42102,9.65502
0.3345,1.42136,9.65878
0.33475,1.42136,9.65878
0.335,1.42136,9.65878
0.33525,1.42136,9.65878
0.3355,1.42136,9.65878
0.33575,1.42136,9.65878
0.336,1.42136,9.65878
0.33625,1.42136,9.65878
0.3365,1.42136,9.65878
0.33675,1.42136,9.66253
0.337,1.42136,9.66253
0.33725,1.42136,9.66253
0.3375,1.42136,9.66253
0.33775,1.42136,9.66253
0.338,1.42136,9.66253
0.33825,1.42136,9.66253
0.3385,1.42136,9.66253
0.33875,1.42136,9.66253
0.339,1.42136,9.66253
0.33925,1.42102,9.66253
0.3395,1.42136,9.66629
0.33975,1.42136,9.66629
0.34,1.42136,9.66629
0.34025,1.42136,9.66629
0.3405,1.42136,9.66629
0.34075,1.42136,9.66629
0.341,1.42136,9.66629
0.34125,1.42136,9.66629
0.3415,1.42136,9.66629
0.34175,1.42136,9.67005
0.342,1.42136,9.67005
0.34225,1.42136,9.66629
0.3425,1.42136,9.67005
0.34275,1.42136,9.67005
0.343,1.42136,9.67005
0.34325,1.42136,9.67005
0.3435,1.42136,9.6738
0.34375,1.42136,9.6738
0.344,1.42136,9.6738
0.34425,1.42136,9.6738
0.3445,1.42136,9.6738
0.34475,1.42136,9.6738
0.345,1.42136,9.6738
0.34525,1.42136,9.6738
0.3455,1.42136,9.6738
0.34575,1.42136,9.6738
0.346,1.42136,9.67756
0.34625,1.42136,9.67756
0.3465,1.42136,9.67756
0.34675,1.42136,9.6738
0.347,1.42136,9.67756
0.34725,1.42136,9.67756
0.3475,1.42136,9.67756
0.34775,1.42136,9.67756
0.348,1.42136,9.67756
0.34825,1.42136,9.68132
0.3485,1.42136,9.68132
0.34875,1.42136,9.68132
0.349,1.42136,9.68132
0.34925,1.42136,9.68132
0.3495,1.42136,9.68132
0.34975,1.42136,9.68132
0.35,1.42136,9.68132
0.35025,1.42136,9.68132
0.3505,1.42136,9.68132
0.35075,1.42136,9.68507
0.351,1.42136,9.68132
0.35125,1.42136,9.68507
0.3515,1.42136,9.68507
0.35175,1.42136,9.68507
0.352,1.42136,9.68507
0.35225,1.42136,9.68507
0.3525,1.42136,9.68507
0.35275,1.42136,9.68507
0.353,1.42136,9.68507
0.35325,1.42136,9.68883
0.3535,1.42136,9.68883
0.35375,1.42136,9.68507
0.354,1.42136,9.68883
0.35425,1.42136,9.68883
0.3545,1.42136,9.68883
0.35475,1.42136,9.68883
0.355,1.42136,9.68883
0.35525,1.42136,9.69259
0.3555,1.42136,9.69259
0.35575,1.42136,9.69259
0.356,1.42136,9.69259
0.35625,1.42136,9.69259
0.3565,1.42136,9.69259
0.35675,1.42136,9.69259
0.357,1.42136,9.69259
0.35725,1.42136,9.69634
0.3575,1.42136,9.69634
0.35775,1.42136,9.69259
0.358,1.42136,9.69259
0.35825,1.42136,9.69634
0.3585,1.42136,9.69634
0.35875,1.42136,9.69634
0.359,1.42136,9.69634
0.35925,1.42136,9.69634
0.3595,1.42169,9.69634
0.35975,1.42136,9.69634
0.36,1.42136,9.7001
0.36025,1.42136,9.7001
0.3605,1.42136,9.7001
0.36075,1.42136,9.7001
0.361,1.42136,9.7001
0.36125,1.42136,9.7001
0.3615,1.42136,9.7001
0.36175,1.42136,9.7001
0.362,1.42169,9.7001
0.36225,1.42136,9.7001
0.3625,1.42136,9.70385
0.36275,1.42169,9.70385
0.363,1.42136,9.70385
0.36325,1.42136,9.70385
0.3635,1.42136,9.70385
0.36375,1.42136,9.70385
0.364,1.42136,9.70385
0.36425,1.42136,9.70385
0.3645,1.42136,9.70385
0.36475,1.42136,9.70761
0.365,1.42136,9.70761
0.36525,1.42169,9.70761
0.3655,1.42169,9.70761
0.36575,1.42169,9.70761
0.366,1.42136,9.70761
0.36625,1.42136,9.70761
0.3665,1.42136,9.70761
0.36675,1.42136,9.70761
0.367,1.42169,9.71137
0.36725,1.42136,9.71137
0.3675,1.42136,9.71137
0.36775,1.42136,9.71137
0.368,1.42136,9.71137
0.36825,1.42136,9.71137
0.3685,1.42136,9.71137
0.36875,1.42136,9.71137
0.369,1.42136,9.71137
0.36925,1.42136,9.71512
0.3695,1.42169,9.71512
0.36975,1.42169,9.71512
0.37,1.42169,9.71512
0.37025,1.42136,9.71512
0.3705,1.42136,9.71512
0.37075,1.42136,9.71512
0.371,1.42169,9.71888
0.37125,1.42136,9.71888
0.3715,1.42169,9.71888
0.37175,1.42169,9.71888
0.372,1.42136,9.71888
0.37225,1.42169,9.71888
0.3725,1.42169,9.71888
0.37275,1.42169,9.71888
0.373,1.42169,9.71888
0.37325,1.42169,9.71888
0.3735,1.42169,9.72264
0.37375,1.42169,9.71888
0.374,1.42169,9.72264
0.37425,1.42169,9.72264
0.3745,1.42169,9.72264
0.37475,1.42169,9.72264
0.375,1.42169,9.72264
0.37525,1.42169,9.72264
0.3755,1.42169,9.72264
0.37575,1.42169,9.72264
0.376,1.42169,9.72264
0.37625,1.42169,9.72264
0.3765,1.42169,9.72639
0.37675,1.42169,9.72639
0.377,1.42169,9.72639
0.37725,1.42169,9.72639
0.3775,1.42169,9.72639
0.37775,1.42169,9.72639
0.378,1.42169,9.72639
0.37825,1.42169,9.72639
0.3785,1.42169,9.72639
0.37875,1.42169,9.72639
0.379,1.42169,9.73015
0.37925,1.42169,9.73015
0.3795,1.42136,9.73015
0.37975,1.42169,9.73015
0.38,1.42169,9.73015
0.38025,1.42169,9.73015
0.3805,1.42169,9.73015
0.38075,1.42169,9.73015
0.381,1.42169,9.73015
0.38125,1.42169,9.73015
0.3815,1.42169,9.73391
0.38175,1.42169,9.73391
0.382,1.42169,9.73391
0.38225,1.42169,9.73391
0.3825,1.42169,9.73391
0.38275,1.42169,9.73391
0.383,1.42169,9.73391
0.38325,1.42169,9.73391
0.3835,1.42169,9.73391
0.38375,1.42169,9.73766
0.384,1.42169,9.73766
0.38425,1.42169,9.73766
0.3845,1.42169,9.73766
0.38475,1.42169,9.73766
0.385,1.42169,9.73766
0.38525,1.42169,9.73766
0.3855,1.42169,9.73766
0.38575,1.42169,9.73766
0.386,1.42169,9.73766
0.38625,1.42169,9.73766
0.3865,1.42169,9.73766
0.38675,1.42169,9.73766
0.387,1.42169,9.74142
0.38725,1.42169,9.74142
0.3875,1.42169,9.74142
0.38775,1.42169,9.74142
0.388,1.42169,9.74142
0.38825,1.42169,9.74142
0.3885,1.42169,9.74518
0.38875,1.42169,9.74142
0.389,1.42169,9.74518
0.38925,1.42169,9.74518
0.3895,1.42169,9.74518
0.38975,1.42169,9.74518
0.39,1.42169,9.74518
0.39025,1.42169,9.74518
0.3905,1.42169,9.74518
0.39075,1.42169,9.74518
0.391,1.42169,9.74518
0.39125,1.42169,9.74518
0.3915,1.42169,9.74518
0.39175,1.42169,9.74893
0.392,1.42169,9.74893
0.39225,1.42169,9.74893
0.3925,1.42169,9.74893
0.39275,1.42169,9.74893
0.393,1.42169,9.74893
0.39325,1.42169,9.74893
0.3935,1.42169,9.74893
0.39375,1.42169,9.74893
0.394,1.42169,9.75269
0.39425,1.42169,9.75269
0.3945,1.42169,9.75269
0.39475,1.42169,9.75269
0.395,1.42169,9.75269
0.39525,1.42169,9.75269
0.3955,1.42169,9.75269
0.39575,1.42169,9.75269
0.396,1.42169,9.75269
0.39625,1.42169,9.75645
0.3965,1.42169,9.75645
0.39675,1.42169,9.75645
0.397,1.42169,9.75645
0.39725,1.42169,9.75645
0.3975,1.42169,9.75645
0.39775,1.42169,9.75645
0.398,1.42169,9.75645
0.39825,1.42169,9.75645
0.3985,1.42169,9.75645
0.39875,1.42169,9.75645
0.399,1.42169,9.75645
0.39925,1.42169,9.75645
0.3995,1.42169,9.7602
0.39975,1.42169,9.7602
0.4,1.42169,9.7602
0.40025,1.42169,9.7602
0.4005,1.42169,9.7602
0.40075,1.42169,9.7602
0.401,1.42169,9.7602
0.40125,1.42169,9.7602
0.4015,1.42169,9.7602
0.40175,1.42169,9.7602
0.402,1.42169,9.7602
0.40225,1.42169,9.7602
0.4025,1.42169,9.76396
0.40275,1.42203,9.76396
0.403,1.42203,9.76396
0.40325,1.42169,9.76396
0.4035,1.42203,9.76396
0.40375,1.42203,9.76396
0.404,1.42169,9.76772
0.40425,1.42169,9.76396
0.4045,1.42169,9.76772
0.40475,1.42169,9.76772
0.405,1.42169,9.76772
0.40525,1.42169,9.76772
0.4055,1.42169,9.76772
0.40575,1.42169,9.76772
0.406,1.42169,9.76772
0.40625,1.42169,9.77147
0.4065,1.42169,9.76772
0.40675,1.42169,9.77147
0.407,1.42169,9.77147
0.40725,1.42169,9.77147
0.4075,1.42169,9.77147
0.40775,1.42169,9.77147
0.408,1.42169,9.77147
0.40825,1.42169,9.77147
0.4085,1.42169,9.77147
0.40875,1.42169,9.77147
0.409,1.42169,9.77147
0.40925,1.42203,9.77523
0.4095,1.42169,9.77523
0.40975,1.42169,9.77523
0.41,1.42203,9.77523
0.41025,1.42203,9.77523
0.4105,1.42203,9.77523
0.41075,1.42203,9.77523
0.411,1.42169,9.77523
0.41125,1.42169,9.77899
0.4115,1.42203,9.77899
0.41175,1.42169,9.77899
0.412,1.42169,9.77899
0.41225,1.42169,9.77899
0.4125,1.42203,9.77899
0.41275,1.42203,9.77899
0.413,1.42203,9.77899
0.41325,1.42203,9.77899
0.4135,1.42203,9.78274
0.41375,1.42169,9.77899
0.414,1.42203,9.78274
0.41425,1.42203,9.78274
0.4145,1.42203,9.78274
0.41475,1.42203,9.78274
0.415,1.42203,9.78274
0.41525,1.42203,9.78274
0.4155,1.42203,9.78274
0.41575,1.42169,9.78274
0.416,1.42203,9.7865
0.41625,1.42203,9.7865
0.4165,1.42203,9.7865
0.41675,1.42203,9.7865
0.417,1.42203,9.7865
0.41725,1.42169,9.7865
0.4175,1.42203,9.7865
0.41775,1.42203,9.7865
0.418,1.42203,9.7865
0.41825,1.42203,9.79026
0.4185,1.42203,9.79026
0.41875,1.42203,9.79026
0.419,1.42203,9.79026
0.41925,1.42203,9.79026
0.4195,1.42203,9.79026
0.41975,1.42203,9.79026
0.42,1.42203,9.79026
0.42025,1.42203,9.79026
0.4205,1.42203,9.79401
0.42075,1.42203,9.79401
0.421,1.42203,9.79401
0.42125,1.42203,9.79401
0.4215,1.42203,9.79401
0.42175,1.42203,9.79401
0.422,1.42203,9.79401
0.42225,1.42203,9.79401
0.4225,1.42203,9.79401
0.42275,1.42203,9.79777
0.423,1.42203,9.79777
0.42325,1.42203,9.79777
0.4235,1.42203,9.79777
0.42375,1.42203,9.79777
0.424,1.42203,9.79777
0.42425,1.42203,9.79777
0.4245,1.42203,9.79777
0.42475,1.42203,9.79777
0.425,1.42203,9.79777
0.42525,1.42203,9.80153
0.4255,1.42203,9.80153
0.42575,1.42203,9.80153
0.426,1.42203,9.80153
0.42625,1.42203,9.80153
0.4265,1.42203,9.80153
0.42675,1.42203,9.80153
0.427,1.42203,9.80528
0.42725,1.42203,9.80528
0.4275,1.42203,9.80153
0.42775,1.42203,9.80528
0.428,1.42203,9.80528
0.42825,1.42203,9.80528
0.4285,1.42203,9.80528
0.42875,1.42203,9.80528
0.429,1.42203,9.80528
0.42925,1.42203,9.80904
0.4295,1.42203,9.80528
0.42975,1.42203,9.80528
0.43,1.42203,9.80904
0.43025,1.42203,9.80904
0.4305,1.42203,9.80904
0.43075,1.42169,9.80904
0.431,1.42203,9.80904
0.43125,1.42203,9.80904
0.4315,1.42203,9.80904
0.43175,1.42203,9.80904
0.432,1.42203,9.80904
0.43225,1.42203,9.80904
0.4325,1.42203,9.8128
0.43275,1.42203,9.8128
0.433,1.42203,9.8128
0.43325,1.42203,9.8128
0.4335,1.42203,9.8128
0.43375,1.42203,9.8128
0.434,1.42203,9.8128
0.43425,1.42203,9.81655
0.4345,1.42203,9.81655
0.43475,1.42203,9.8128
0.435,1.42203,9.81655
0.43525,1.42203,9.81655
0.4355,1.42203,9.81655
0.43575,1.42203,9.81655
0.436,1.42203,9.81655
0.43625,1.42203,9.82031
0.4365,1.42203,9.81655
0.43675,1.42203,9.81655
0.437,1.42203,9.82031
0.43725,1.42203,9.82031
0.4375,1.42203,9.82031
0.43775,1.42203,9.82031
0.438,1.42203,9.82031
0.43825,1.42203,9.82031
0.4385,1.42203,9.82031
0.43875,1.42203,9.82031
0.439,1.42203,9.82031
0.43925,1.42203,9.82407
0.4395,1.42203,9.82407
0.43975,1.42203,9.82407
0.44,1.42203,9.82407
0.44025,1.42203,9.82407
0.4405,1.42203,9.82407
0.44075,1.42203,9.82407
0.441,1.42203,9.82407
0.44125,1.42203,9.82407
0.4415,1.42203,9.82782
0.44175,1.42203,9.82407
0.442,1.42203,9.82782
0.44225,1.42203,9.82782
0.4425,1.42203,9.82782
0.44275,1.42203,9.82782
0.443,1.42203,9.82782
0.44325,1.42203,9.82782
0.4435,1.42203,9.82782
0.44375,1.42236,9.83158
0.444,1.42203,9.82782
0.44425,1.42203,9.83158
0.4445,1.42236,9.83158
0.44475,1.42203,9.83158
0.445,1.42203,9.83158
0.44525,1.42203,9.83158
0.4455,1.42203,9.83158
0.44575,1.42203,9.83158
0.446,1.42236,9.83534
0.44625,1.42236,9.83158
0.4465,1.42236,9.83158
0.44675,1.42203,9.83534
0.447,1.42203,9.83534
0.44725,1.42236,9.83534
0.4475,1.42203,9.83534
0.44775,1.42203,9.83534
0.448,1.42203,9.83534
0.44825,1.42203,9.83534
0.4485,1.42203,9.83534
0.44875,1.42203,9.83909
0.449,1.42203,9.83534
0.44925,1.42203,9.83909
0.4495,1.42203,9.83909
0.44975,1.42203,9.83909
0.45,1.42203,9.83909
0.45025,1.42203,9.83909
0.4505,1.42203,9.83909
0.45075,1.42203,9.83909
0.451,1.42203,9.83909
0.45125,1.42203,9.83909
0.4515,1.42203,9.83909
0.45175,1.42203,9.84285
0.452,1.42203,9.84285
0.45225,1.42236,9.84285
0.4525,1.42203,9.84285
0.45275,1.42203,9.84285
0.453,1.42203,9.84285
0.45325,1.42203,9.84661
0.4535,1.42236,9.84661
0.45375,1.42203,9.84285
0.454,1.42203,9.84661
0.45425,1.42203,9.84661
0.4545,1.42203,9.84661
0.45475,1.42236,9.84661
0.455,1.42236,9.84661
0.45525,1.42236,9.84661
0.4555,1.42203,9.84661
0.45575,1.42203,9.84661
0.456,1.42236,9.85036
0.45625,1.42203,9.85036
0.4565,1.42203,9.85036
0.45675,1.42203,9.85036
0.457,1.42203,9.85036
0.45725,1.42236,9.85036
0.4575,1.42236,9.85036
0.45775,1.42236,9.85036
0.458,1.42236,9.85036
0.45825,1.42236,9.85036
0.4585,1.42236,9.85412
0.45875,1.42236,9.85412
0.459,1.42236,9.85412
0.45925,1.42236,9.85412
