#Digilent WaveForms Oscilloscope Acquisition,,
#Device Name: Discovery2,,
#Serial Number: SN:210321AA22EE,,
#Date Time: 2019-03-18 13:20:07.459,,
#Sample rate: 4000Hz,,
#Samples: 8192,,
#Trigger: Source: voltage of transistor Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s,,
#voltage of LED: Range: 500 mV/div Offset: 0 V,,
#voltage of transistor: Range: 5 V/div Offset: 0 V,,
,,
Time (s),voltage of LED (V),voltage of transistor (V)
-0.0095,1.418,9.06523
-0.00925,1.418,9.06523
-0.009,1.418,9.06523
-0.00875,1.418,9.06523
-0.0085,1.418,9.06523
-0.00825,1.418,9.06523
-0.008,1.418,9.06523
-0.00775,1.418,9.06523
-0.0075,1.418,9.06899
-0.00725,1.418,9.06899
-0.007,1.418,9.06899
-0.00675,1.418,9.06899
-0.0065,1.418,9.06899
-0.00625,1.418,9.06899
-0.006,1.418,9.07274
-0.00575,1.41833,9.07274
-0.0055,1.418,9.07274
-0.00525,1.418,9.07274
-0.005,1.418,9.07274
-0.00475,1.418,9.07274
-0.0045,1.418,9.07274
-0.00425,1.418,9.07274
-0.004,1.418,9.07274
-0.00375,1.418,9.0765
-0.0035,1.418,9.0765
-0.00325,1.418,9.0765
-0.003,1.418,9.0765
-0.00275,1.418,9.0765
-0.0025,1.418,9.0765
-0.00225,1.418,9.0765
-0.002,1.418,9.0765
-0.00175,1.418,9.08026
-0.0015,1.418,9.08026
-0.00125,1.418,9.08026
-0.001,1.418,9.08026
-0.00075,1.418,9.08026
-0.0005,1.418,9.08026
-0.00025,1.418,9.08026
0,1.41833,9.08026
0.00025,1.418,9.08026
0.0005,1.418,9.08401
0.00075,1.418,9.08401
0.001,1.418,9.08401
0.00125,1.41833,9.08401
0.0015,1.418,9.08401
0.00175,1.418,9.08401
0.002,1.418,9.08401
0.00225,1.418,9.08777
0.0025,1.418,9.08777
0.00275,1.418,9.08777
0.003,1.418,9.08777
0.00325,1.41833,9.08777
0.0035,1.418,9.08777
0.00375,1.41833,9.08777
0.004,1.41833,9.09153
0.00425,1.418,9.09153
0.0045,1.418,9.09153
0.00475,1.418,9.09153
0.005,1.418,9.09153
0.00525,1.418,9.09153
0.0055,1.418,9.09153
0.00575,1.418,9.09153
0.006,1.418,9.09153
0.00625,1.418,9.09153
0.0065,1.418,9.09528
0.00675,1.41833,9.09528
0.007,1.41833,9.09528
0.00725,1.41833,9.09528
0.0075,1.41833,9.09528
0.00775,1.418,9.09528
0.008,1.41833,9.09528
0.00825,1.41833,9.09904
0.0085,1.418,9.09904
0.00875,1.418,9.09904
0.009,1.41833,9.09904
0.00925,1.41833,9.09904
0.0095,1.418,9.09904
0.00975,1.418,9.09904
0.01,1.418,9.09904
0.01025,1.418,9.1028
0.0105,1.41833,9.1028
0.01075,1.41833,9.1028
0.011,1.41833,9.1028
0.01125,1.41833,9.1028
0.0115,1.41833,9.1028
0.01175,1.41833,9.1028
0.012,1.418,9.1028
0.01225,1.418,9.1028
0.0125,1.41833,9.10655
0.01275,1.418,9.10655
0.013,1.41833,9.10655
0.01325,1.41833,9.10655
0.0135,1.418,9.10655
0.01375,1.41833,9.10655
0.014,1.418,9.10655
0.01425,1.41833,9.10655
0.0145,1.41833,9.11031
0.01475,1.41833,9.11031
0.015,1.41833,9.11031
0.01525,1.41833,9.11031
0.0155,1.41833,9.11031
0.01575,1.41833,9.11031
0.016,1.41833,9.11031
0.01625,1.41833,9.11031
0.0165,1.41833,9.11407
0.01675,1.41833,9.11407
0.017,1.41833,9.11407
0.01725,1.41833,9.11407
0.0175,1.41833,9.11407
0.01775,1.41833,9.11407
0.018,1.41833,9.11407
0.01825,1.41833,9.11407
0.0185,1.418,9.11407
0.01875,1.41833,9.11782
0.019,1.41833,9.11782
0.01925,1.41833,9.11782
0.0195,1.41833,9.11782
0.01975,1.41833,9.11782
0.02,1.41833,9.11782
0.02025,1.41833,9.11782
0.0205,1.41833,9.11782
0.02075,1.41833,9.11782
0.021,1.41833,9.11782
0.02125,1.41833,9.12158
0.0215,1.41833,9.12158
0.02175,1.41833,9.12158
0.022,1.41833,9.12158
0.02225,1.41833,9.12158
0.0225,1.41833,9.12158
0.02275,1.41833,9.12158
0.023,1.41833,9.12158
0.02325,1.41833,9.12534
0.0235,1.41833,9.12534
0.02375,1.41833,9.12534
0.024,1.41833,9.12534
0.02425,1.41833,9.12534
0.0245,1.41833,9.12534
0.02475,1.41833,9.12534
0.025,1.41833,9.12534
0.02525,1.41833,9.12534
0.0255,1.41833,9.12909
0.02575,1.41833,9.12909
0.026,1.41833,9.12909
0.02625,1.41833,9.12909
0.0265,1.41833,9.12909
0.02675,1.41833,9.12909
0.027,1.41833,9.13285
0.02725,1.41833,9.13285
0.0275,1.41833,9.13285
0.02775,1.41833,9.13285
0.028,1.41833,9.13285
0.02825,1.41833,9.13285
0.0285,1.41833,9.13285
0.02875,1.41833,9.13285
0.029,1.41833,9.13285
0.02925,1.41833,9.13285
0.0295,1.41833,9.13661
0.02975,1.41833,9.13661
0.03,1.41833,9.13661
0.03025,1.41833,9.13661
0.0305,1.41833,9.13661
0.03075,1.41867,9.13661
0.031,1.41833,9.13661
0.03125,1.41833,9.14036
0.0315,1.41833,9.14036
0.03175,1.41833,9.14036
0.032,1.41833,9.14036
0.03225,1.41867,9.14036
0.0325,1.41833,9.14036
0.03275,1.41833,9.14036
0.033,1.41833,9.14412
0.03325,1.41833,9.14036
0.0335,1.41833,9.14036
0.03375,1.41833,9.14412
0.034,1.41833,9.14412
0.03425,1.41833,9.14412
0.0345,1.41833,9.14412
0.03475,1.41833,9.14412
0.035,1.41833,9.14412
0.03525,1.41833,9.14412
0.0355,1.41833,9.14412
0.03575,1.41833,9.14788
0.036,1.41833,9.14788
0.03625,1.41833,9.14788
0.0365,1.41833,9.14788
0.03675,1.41833,9.14788
0.037,1.41833,9.14788
0.03725,1.41833,9.14788
0.0375,1.41833,9.14788
0.03775,1.41833,9.15163
0.038,1.41833,9.15163
0.03825,1.41833,9.15163
0.0385,1.41867,9.15163
0.03875,1.41867,9.15163
0.039,1.41833,9.15163
0.03925,1.41833,9.15163
0.0395,1.41867,9.15539
0.03975,1.41833,9.15539
0.04,1.41833,9.15539
0.04025,1.41867,9.15539
0.0405,1.41833,9.15539
0.04075,1.41867,9.15539
0.041,1.41867,9.15539
0.04125,1.41867,9.15915
0.0415,1.41833,9.15539
0.04175,1.41867,9.15915
0.042,1.41867,9.15915
0.04225,1.41833,9.15915
0.0425,1.41867,9.15915
0.04275,1.41833,9.15915
0.043,1.41867,9.15915
0.04325,1.41867,9.15915
0.0435,1.41867,9.1629
0.04375,1.41833,9.15915
0.044,1.41833,9.15915
0.04425,1.41867,9.1629
0.0445,1.41867,9.1629
0.04475,1.41867,9.1629
0.045,1.41833,9.1629
0.04525,1.41833,9.1629
0.0455,1.41867,9.16666
0.04575,1.41867,9.16666
0.046,1.41833,9.1629
0.04625,1.41867,9.16666
0.0465,1.41867,9.16666
0.04675,1.41867,9.16666
0.047,1.41867,9.16666
0.04725,1.41867,9.16666
0.0475,1.41867,9.16666
0.04775,1.41867,9.16666
0.048,1.41867,9.17042
0.04825,1.41867,9.17042
0.0485,1.41867,9.17042
0.04875,1.41867,9.17042
0.049,1.41867,9.17042
0.04925,1.41867,9.17042
0.0495,1.41867,9.17042
0.04975,1.41867,9.17042
0.05,1.41867,9.17042
0.05025,1.41867,9.17417
0.0505,1.41867,9.17417
0.05075,1.41867,9.17417
0.051,1.41867,9.17417
0.05125,1.41867,9.17417
0.0515,1.41867,9.17417
0.05175,1.41867,9.17417
0.052,1.41867,9.17417
0.05225,1.41867,9.17793
0.0525,1.41867,9.17793
0.05275,1.41867,9.17793
0.053,1.41867,9.17793
0.05325,1.41867,9.17793
0.0535,1.41867,9.17793
0.05375,1.41867,9.17793
0.054,1.41867,9.17793
0.05425,1.41867,9.18169
0.0545,1.41867,9.18169
0.05475,1.41867,9.18169
0.055,1.41867,9.18169
0.05525,1.41867,9.18169
0.0555,1.41867,9.18169
0.05575,1.41867,9.18169
0.056,1.41867,9.18169
0.05625,1.41867,9.18169
0.0565,1.41867,9.18544
0.05675,1.41867,9.18544
0.057,1.41867,9.18544
0.05725,1.41867,9.18544
0.0575,1.41867,9.18544
0.05775,1.41867,9.18544
0.058,1.41867,9.18544
0.05825,1.41867,9.18544
0.0585,1.41867,9.18544
0.05875,1.41867,9.1892
0.059,1.41867,9.18544
0.05925,1.41867,9.1892
0.0595,1.41867,9.1892
0.05975,1.41867,9.1892
0.06,1.41867,9.1892
0.06025,1.41867,9.1892
0.0605,1.41867,9.19296
0.06075,1.41867,9.19296
0.061,1.41867,9.19296
0.06125,1.41867,9.19296
0.0615,1.41867,9.19296
0.06175,1.419,9.19671
0.062,1.419,9.19296
0.06225,1.41867,9.19296
0.0625,1.41867,9.19296
0.06275,1.41867,9.19671
0.063,1.41867,9.19296
0.06325,1.41867,9.19671
0.0635,1.41867,9.19671
0.06375,1.41867,9.19671
0.064,1.41867,9.19671
0.06425,1.41867,9.19671
0.0645,1.41867,9.20047
0.06475,1.41867,9.20047
0.065,1.41867,9.20047
0.06525,1.41867,9.20047
0.0655,1.41867,9.20047
0.06575,1.41867,9.20047
0.066,1.41867,9.20047
0.06625,1.41867,9.20047
0.0665,1.419,9.20423
0.06675,1.41867,9.20423
0.067,1.41867,9.20423
0.06725,1.41867,9.20423
0.0675,1.419,9.20423
0.06775,1.41867,9.20423
0.068,1.41867,9.20423
0.06825,1.41867,9.20423
0.0685,1.419,9.20423
0.06875,1.419,9.20423
0.069,1.419,9.20798
0.06925,1.41867,9.20798
0.0695,1.41867,9.20798
0.06975,1.419,9.20798
0.07,1.41867,9.20798
0.07025,1.419,9.21174
0.0705,1.41867,9.20798
0.07075,1.41867,9.21174
0.071,1.419,9.21174
0.07125,1.419,9.21174
0.0715,1.41867,9.21174
0.07175,1.419,9.21174
0.072,1.419,9.21174
0.07225,1.419,9.2155
0.0725,1.419,9.2155
0.07275,1.41867,9.21174
0.073,1.419,9.2155
0.07325,1.419,9.2155
0.0735,1.419,9.2155
0.07375,1.419,9.2155
0.074,1.41867,9.2155
0.07425,1.419,9.2155
0.0745,1.419,9.2155
0.07475,1.419,9.21925
0.075,1.419,9.21925
0.07525,1.419,9.21925
0.0755,1.419,9.21925
0.07575,1.41867,9.21925
0.076,1.419,9.21925
0.07625,1.419,9.21925
0.0765,1.419,9.21925
0.07675,1.419,9.21925
0.077,1.419,9.22301
0.07725,1.419,9.22301
0.0775,1.41867,9.22301
0.07775,1.419,9.22301
0.078,1.41867,9.22301
0.07825,1.419,9.22301
0.0785,1.419,9.22677
0.07875,1.419,9.22677
0.079,1.419,9.22677
0.07925,1.419,9.22677
0.0795,1.41867,9.22677
0.07975,1.419,9.22677
0.08,1.419,9.22677
0.08025,1.419,9.22677
0.0805,1.419,9.22677
0.08075,1.419,9.22677
0.081,1.419,9.23052
0.08125,1.419,9.23052
0.0815,1.419,9.23052
0.08175,1.419,9.23052
0.082,1.419,9.23052
0.08225,1.419,9.23052
0.0825,1.419,9.23052
0.08275,1.419,9.23052
0.083,1.419,9.23428
0.08325,1.419,9.23428
0.0835,1.419,9.23428
0.08375,1.419,9.23428
0.084,1.419,9.23428
0.08425,1.419,9.23428
0.0845,1.419,9.23428
0.08475,1.419,9.23428
0.085,1.419,9.23804
0.08525,1.419,9.23804
0.0855,1.419,9.23804
0.08575,1.419,9.23804
0.086,1.419,9.23804
0.08625,1.419,9.23804
0.0865,1.419,9.23804
0.08675,1.419,9.23804
0.087,1.419,9.23804
0.08725,1.419,9.24179
0.0875,1.419,9.24179
0.08775,1.419,9.24179
0.088,1.419,9.24179
0.08825,1.419,9.24179
0.0885,1.419,9.24179
0.08875,1.419,9.24179
0.089,1.419,9.24179
0.08925,1.419,9.24179
0.0895,1.419,9.24555
0.08975,1.41934,9.24555
0.09,1.419,9.24555
0.09025,1.419,9.24555
0.0905,1.419,9.24555
0.09075,1.419,9.24555
0.091,1.419,9.24555
0.09125,1.419,9.24931
0.0915,1.419,9.24931
0.09175,1.419,9.24931
0.092,1.419,9.24931
0.09225,1.419,9.24931
0.0925,1.419,9.24931
0.09275,1.419,9.24931
0.093,1.419,9.24931
0.09325,1.419,9.24931
0.0935,1.419,9.25306
0.09375,1.419,9.25306
0.094,1.419,9.25306
0.09425,1.419,9.25306
0.0945,1.419,9.25306
0.09475,1.419,9.25306
0.095,1.419,9.25682
0.09525,1.419,9.25306
0.0955,1.419,9.25682
0.09575,1.419,9.25682
0.096,1.419,9.25682
0.09625,1.419,9.25682
0.0965,1.41934,9.25682
0.09675,1.419,9.25682
0.097,1.419,9.25682
0.09725,1.419,9.26058
0.0975,1.419,9.25682
0.09775,1.419,9.26058
0.098,1.419,9.26058
0.09825,1.419,9.26058
0.0985,1.419,9.26058
0.09875,1.419,9.26058
0.099,1.419,9.26433
0.09925,1.419,9.26058
0.0995,1.419,9.26058
0.09975,1.419,9.26058
0.1,1.419,9.26433
0.10025,1.41934,9.26433
0.1005,1.419,9.26433
0.10075,1.419,9.26433
0.101,1.419,9.26433
0.10125,1.41934,9.26433
0.1015,1.419,9.26433
0.10175,1.419,9.26809
0.102,1.419,9.26433
0.10225,1.41934,9.26809
0.1025,1.419,9.26809
0.10275,1.419,9.26809
0.103,1.419,9.26809
0.10325,1.419,9.26809
0.1035,1.419,9.27185
0.10375,1.419,9.26809
0.104,1.41934,9.27185
0.10425,1.41934,9.27185
0.1045,1.41934,9.27185
0.10475,1.419,9.27185
0.105,1.419,9.27185
0.10525,1.41934,9.27185
0.1055,1.419,9.27185
0.10575,1.41934,9.2756
0.106,1.41934,9.2756
0.10625,1.419,9.2756
0.1065,1.419,9.2756
0.10675,1.419,9.2756
0.107,1.419,9.2756
0.10725,1.419,9.2756
0.1075,1.41934,9.2756
0.10775,1.419,9.27936
0.108,1.419,9.27936
0.10825,1.41934,9.27936
0.1085,1.419,9.27936
0.10875,1.41934,9.27936
0.109,1.41934,9.27936
0.10925,1.419,9.27936
0.1095,1.41934,9.27936
0.10975,1.419,9.27936
0.11,1.419,9.27936
0.11025,1.41934,9.27936
0.1105,1.41934,9.28311
0.11075,1.41934,9.28311
0.111,1.41934,9.28311
0.11125,1.419,9.28311
0.1115,1.41934,9.28311
0.11175,1.41934,9.28311
0.112,1.41934,9.28311
0.11225,1.41934,9.28687
0.1125,1.41934,9.28687
0.11275,1.41934,9.28687
0.113,1.41934,9.28687
0.11325,1.41934,9.28687
0.1135,1.41934,9.28687
0.11375,1.41934,9.28687
0.114,1.41934,9.29063
0.11425,1.41934,9.28687
0.1145,1.41934,9.28687
0.11475,1.41934,9.29063
0.115,1.41934,9.29063
0.11525,1.41934,9.29063
0.1155,1.41934,9.29063
0.11575,1.41934,9.29063
0.116,1.41934,9.29063
0.11625,1.41934,9.29063
0.1165,1.41934,9.29438
0.11675,1.419,9.29438
0.117,1.41934,9.29438
0.11725,1.41934,9.29438
0.1175,1.41934,9.29438
0.11775,1.41934,9.29438
0.118,1.41934,9.29438
0.11825,1.41934,9.29438
0.1185,1.41934,9.29438
0.11875,1.41934,9.29438
0.119,1.41934,9.29814
0.11925,1.41934,9.29814
0.1195,1.41934,9.29814
0.11975,1.41934,9.29814
0.12,1.41934,9.29814
0.12025,1.41934,9.29814
0.1205,1.41934,9.29814
0.12075,1.41934,9.3019
0.121,1.41934,9.3019
0.12125,1.41934,9.3019
0.1215,1.41934,9.3019
0.12175,1.41934,9.3019
0.122,1.41934,9.3019
0.12225,1.41934,9.3019
0.1225,1.41934,9.3019
0.12275,1.41934,9.3019
0.123,1.41934,9.30565
0.12325,1.41934,9.30565
0.1235,1.41934,9.30565
0.12375,1.41934,9.30565
0.124,1.41934,9.30565
0.12425,1.41934,9.30565
0.1245,1.41934,9.30565
0.12475,1.41934,9.30565
0.125,1.41934,9.30565
0.12525,1.41934,9.30941
0.1255,1.41934,9.30941
0.12575,1.41934,9.30941
0.126,1.41934,9.30941
0.12625,1.41934,9.30941
0.1265,1.41934,9.30941
0.12675,1.41934,9.30941
0.127,1.41934,9.30941
0.12725,1.41934,9.31317
0.1275,1.41934,9.31317
0.12775,1.41934,9.31317
0.128,1.41934,9.31317
0.12825,1.41934,9.31317
0.1285,1.41934,9.31317
0.12875,1.41934,9.31317
0.129,1.41934,9.31317
0.12925,1.41934,9.31692
0.1295,1.41934,9.31692
0.12975,1.41934,9.31692
0.13,1.41934,9.31692
0.13025,1.41934,9.31692
0.1305,1.41934,9.31692
0.13075,1.41934,9.31692
0.131,1.41934,9.31692
0.13125,1.41934,9.31692
0.1315,1.41934,9.32068
0.13175,1.41934,9.32068
0.132,1.41934,9.32068
0.13225,1.41934,9.32068
0.1325,1.41934,9.32068
0.13275,1.41934,9.32068
0.133,1.41934,9.32068
0.13325,1.41934,9.32068
0.1335,1.41934,9.32068
0.13375,1.41934,9.32068
0.134,1.41934,9.32444
0.13425,1.41934,9.32444
0.1345,1.41934,9.32444
0.13475,1.41934,9.32444
0.135,1.41968,9.32444
0.13525,1.41934,9.32444
0.1355,1.41934,9.32444
0.13575,1.41968,9.32819
0.136,1.41934,9.32444
0.13625,1.41934,9.32444
0.1365,1.41968,9.32819
0.13675,1.41934,9.32819
0.137,1.41934,9.32819
0.13725,1.41934,9.32819
0.1375,1.41934,9.32819
0.13775,1.41934,9.32819
0.138,1.41934,9.32819
0.13825,1.41934,9.32819
0.1385,1.41934,9.32819
0.13875,1.41934,9.33195
0.139,1.41934,9.33195
0.13925,1.41934,9.33195
0.1395,1.41968,9.33195
0.13975,1.41934,9.33195
0.14,1.41968,9.33195
0.14025,1.41934,9.33195
0.1405,1.41934,9.33195
0.14075,1.41968,9.33195
0.141,1.41968,9.33571
0.14125,1.41968,9.33195
0.1415,1.41968,9.33571
0.14175,1.41934,9.33571
0.142,1.41934,9.33571
0.14225,1.41934,9.33571
0.1425,1.41934,9.33571
0.14275,1.41934,9.33571
0.143,1.41968,9.33571
0.14325,1.41968,9.33946
0.1435,1.41968,9.33571
0.14375,1.41934,9.33946
0.144,1.41968,9.33946
0.14425,1.41968,9.33946
0.1445,1.41934,9.33946
0.14475,1.41968,9.33946
0.145,1.41934,9.33946
0.14525,1.41968,9.33946
0.1455,1.41968,9.33946
0.14575,1.41968,9.33946
0.146,1.41968,9.34322
0.14625,1.41968,9.33946
0.1465,1.41968,9.34322
0.14675,1.41968,9.34322
0.147,1.41934,9.34322
0.14725,1.41968,9.34322
0.1475,1.41968,9.34322
0.14775,1.41934,9.34322
0.148,1.41934,9.34322
0.14825,1.41968,9.34322
0.1485,1.41968,9.34322
0.14875,1.41968,9.34698
0.149,1.41968,9.34698
0.14925,1.41968,9.34698
0.1495,1.41968,9.34698
0.14975,1.41934,9.34698
0.15,1.41934,9.34698
0.15025,1.41968,9.35073
0.1505,1.41968,9.35073
0.15075,1.41968,9.34698
0.151,1.41968,9.35073
0.15125,1.41968,9.35073
0.1515,1.41968,9.35073
0.15175,1.41968,9.35073
0.152,1.41968,9.35073
0.15225,1.41968,9.35449
0.1525,1.41968,9.35073
0.15275,1.41968,9.35449
0.153,1.41968,9.35449
0.15325,1.41968,9.35449
0.1535,1.41968,9.35449
0.15375,1.41968,9.35449
0.154,1.41968,9.35449
0.15425,1.41968,9.35449
0.1545,1.41968,9.35449
0.15475,1.41968,9.35449
0.155,1.41968,9.35825
0.15525,1.41968,9.35825
0.1555,1.41968,9.35825
0.15575,1.41968,9.35825
0.156,1.41968,9.35825
0.15625,1.41968,9.35825
0.1565,1.41968,9.35825
0.15675,1.41968,9.35825
0.157,1.41968,9.35825
0.15725,1.41968,9.35825
0.1575,1.41968,9.362
0.15775,1.41968,9.362
0.158,1.41968,9.362
0.15825,1.41968,9.362
0.1585,1.41968,9.362
0.15875,1.41968,9.362
0.159,1.41968,9.362
0.15925,1.41968,9.36576
0.1595,1.41968,9.362
0.15975,1.41968,9.362
0.16,1.41968,9.36576
0.16025,1.41968,9.36576
0.1605,1.41968,9.36576
0.16075,1.41968,9.36576
0.161,1.41968,9.36576
0.16125,1.41968,9.36576
0.1615,1.41968,9.36576
0.16175,1.41968,9.36576
0.162,1.41968,9.36952
0.16225,1.41968,9.36952
0.1625,1.41968,9.36952
0.16275,1.41968,9.36952
0.163,1.41968,9.36952
0.16325,1.41968,9.36952
0.1635,1.41968,9.36952
0.16375,1.41968,9.36952
0.164,1.41968,9.36952
0.16425,1.41968,9.37327
0.1645,1.41968,9.37327
0.16475,1.41968,9.37327
0.165,1.41968,9.37327
0.16525,1.41968,9.37327
0.1655,1.41968,9.37327
0.16575,1.41968,9.37327
0.166,1.41968,9.37327
0.16625,1.41968,9.37327
0.1665,1.41968,9.37703
0.16675,1.41968,9.37703
0.167,1.41968,9.37703
0.16725,1.41968,9.37703
0.1675,1.42001,9.37703
0.16775,1.41968,9.37703
0.168,1.42001,9.37703
0.16825,1.41968,9.37703
0.1685,1.41968,9.37703
0.16875,1.41968,9.37703
0.169,1.41968,9.38079
0.16925,1.41968,9.38079
0.1695,1.41968,9.38079
0.16975,1.42001,9.38079
0.17,1.41968,9.38079
0.17025,1.41968,9.38079
0.1705,1.42001,9.38079
0.17075,1.42001,9.38079
0.171,1.41968,9.38079
0.17125,1.42001,9.38454
0.1715,1.41968,9.38079
0.17175,1.42001,9.38454
0.172,1.42001,9.38454
0.17225,1.42001,9.38454
0.1725,1.42001,9.38454
0.17275,1.41968,9.38454
0.173,1.42001,9.38454
0.17325,1.42001,9.3883
0.1735,1.41968,9.3883
0.17375,1.41968,9.3883
0.174,1.41968,9.3883
0.17425,1.41968,9.3883
0.1745,1.42001,9.3883
0.17475,1.42001,9.3883
0.175,1.42001,9.3883
0.17525,1.42001,9.39206
0.1755,1.42001,9.3883
0.17575,1.42001,9.3883
0.176,1.41968,9.39206
0.17625,1.42001,9.39206
0.1765,1.42001,9.39206
0.17675,1.42001,9.39206
0.177,1.42001,9.39206
0.17725,1.42001,9.39206
0.1775,1.42001,9.39206
0.17775,1.41968,9.39206
0.178,1.42001,9.39581
0.17825,1.42001,9.39581
0.1785,1.42001,9.39581
0.17875,1.42001,9.39581
0.179,1.42001,9.39581
0.17925,1.42001,9.39581
0.1795,1.42001,9.39957
0.17975,1.42001,9.39957
0.18,1.42001,9.39957
0.18025,1.42001,9.39957
0.1805,1.42001,9.39957
0.18075,1.42001,9.39957
0.181,1.42001,9.39957
0.18125,1.41968,9.39957
0.1815,1.42001,9.39957
0.18175,1.42001,9.39957
0.182,1.42001,9.39957
0.18225,1.42001,9.40333
0.1825,1.41968,9.40333
0.18275,1.42001,9.40333
0.183,1.42001,9.40333
0.18325,1.41968,9.40333
0.1835,1.42001,9.40333
0.18375,1.42001,9.40333
0.184,1.41968,9.40333
0.18425,1.42001,9.40333
0.1845,1.42001,9.40708
0.18475,1.42001,9.40708
0.185,1.42001,9.40708
0.18525,1.42001,9.40708
0.1855,1.42001,9.40708
0.18575,1.42001,9.40708
0.186,1.42001,9.40708
0.18625,1.42001,9.40708
0.1865,1.42001,9.40708
0.18675,1.42001,9.41084
0.187,1.42001,9.41084
0.18725,1.42001,9.41084
0.1875,1.42001,9.41084
0.18775,1.42001,9.41084
0.188,1.42001,9.41084
0.18825,1.42001,9.41084
0.1885,1.42001,9.41084
0.18875,1.42001,9.4146
0.189,1.42001,9.4146
0.18925,1.42001,9.4146
0.1895,1.42001,9.4146
0.18975,1.42001,9.4146
0.19,1.42001,9.4146
0.19025,1.42001,9.4146
0.1905,1.42001,9.4146
0.19075,1.42001,9.4146
0.191,1.42001,9.4146
0.19125,1.42001,9.4146
0.1915,1.42001,9.4146
0.19175,1.42001,9.41835
0.192,1.42001,9.41835
0.19225,1.42001,9.41835
0.1925,1.42001,9.41835
0.19275,1.42001,9.41835
0.193,1.42001,9.41835
0.19325,1.42001,9.42211
0.1935,1.42001,9.42211
0.19375,1.42001,9.42211
0.194,1.42001,9.42211
0.19425,1.42001,9.42211
0.1945,1.42001,9.42211
0.19475,1.42001,9.42211
0.195,1.42001,9.42211
0.19525,1.42001,9.42211
0.1955,1.42001,9.42211
0.19575,1.42001,9.42587
0.196,1.42001,9.42587
0.19625,1.42001,9.42587
0.1965,1.42001,9.42587
0.19675,1.42001,9.42587
0.197,1.42001,9.42587
0.19725,1.42001,9.42587
0.1975,1.42001,9.42962
0.19775,1.42001,9.42587
0.198,1.42001,9.42587
0.19825,1.42001,9.42962
0.1985,1.42035,9.42962
0.19875,1.42001,9.42962
0.199,1.42001,9.42962
0.19925,1.42001,9.42962
0.1995,1.42001,9.42962
0.19975,1.42001,9.42962
0.2,1.42001,9.42962
0.20025,1.42001,9.43338
0.2005,1.42001,9.43338
0.20075,1.42001,9.43338
0.201,1.42001,9.43338
0.20125,1.42001,9.43338
0.2015,1.42001,9.43338
0.20175,1.42001,9.43338
0.202,1.42001,9.43338
0.20225,1.42001,9.43338
0.2025,1.42001,9.43714
0.20275,1.42035,9.43714
0.203,1.42001,9.43714
0.20325,1.42035,9.43714
0.2035,1.42001,9.43714
0.20375,1.42001,9.43714
0.204,1.42035,9.43714
0.20425,1.42001,9.43714
0.2045,1.42001,9.43714
0.20475,1.42001,9.43714
0.205,1.42001,9.44089
0.20525,1.42001,9.44089
0.2055,1.42001,9.44089
0.20575,1.42001,9.44089
0.206,1.42001,9.44089
0.20625,1.42001,9.44089
0.2065,1.42001,9.44089
0.20675,1.42001,9.44465
0.207,1.42001,9.44465
0.20725,1.42035,9.44465
0.2075,1.42001,9.44465
0.20775,1.42001,9.44465
0.208,1.42001,9.44465
0.20825,1.42001,9.44465
0.2085,1.42001,9.44465
0.20875,1.42001,9.44841
0.209,1.42035,9.44841
0.20925,1.42001,9.44841
0.2095,1.42001,9.44841
0.20975,1.42001,9.44841
0.21,1.42001,9.44841
0.21025,1.42001,9.44841
0.2105,1.42001,9.45216
0.21075,1.42001,9.45216
0.211,1.42001,9.44841
0.21125,1.42001,9.45216
0.2115,1.42035,9.45216
0.21175,1.42001,9.45216
0.212,1.42001,9.45216
0.21225,1.42035,9.45216
0.2125,1.42035,9.45216
0.21275,1.42035,9.45216
0.213,1.42035,9.45592
0.21325,1.42035,9.45592
0.2135,1.42035,9.45592
0.21375,1.42035,9.45592
0.214,1.42035,9.45592
0.21425,1.42035,9.45592
0.2145,1.42035,9.45592
0.21475,1.42035,9.45592
0.215,1.42035,9.45592
0.21525,1.42035,9.45968
0.2155,1.42035,9.45968
0.21575,1.42035,9.45968
0.216,1.42035,9.45968
0.21625,1.42035,9.45968
0.2165,1.42035,9.45968
0.21675,1.42035,9.45968
0.217,1.42035,9.46343
0.21725,1.42035,9.46343
0.2175,1.42001,9.46343
0.21775,1.42035,9.46343
0.218,1.42035,9.46343
0.21825,1.42001,9.46343
0.2185,1.42001,9.46343
0.21875,1.42035,9.46343
0.219,1.42035,9.46343
0.21925,1.42035,9.46343
0.2195,1.42035,9.46343
0.21975,1.42035,9.46719
0.22,1.42035,9.46719
0.22025,1.42035,9.46719
0.2205,1.42035,9.46719
0.22075,1.42001,9.46719
0.221,1.42035,9.46719
0.22125,1.42035,9.46719
0.2215,1.42035,9.46719
0.22175,1.42035,9.46719
0.222,1.42035,9.46719
0.22225,1.42035,9.47095
0.2225,1.42035,9.47095
0.22275,1.42035,9.47095
0.223,1.42035,9.47095
0.22325,1.42035,9.47095
0.2235,1.42035,9.4747
0.22375,1.42035,9.4747
0.224,1.42035,9.4747
0.22425,1.42035,9.4747
0.2245,1.42035,9.4747
0.22475,1.42035,9.4747
0.225,1.42035,9.4747
0.22525,1.42035,9.4747
0.2255,1.42035,9.4747
0.22575,1.42035,9.47846
0.226,1.42035,9.47846
0.22625,1.42035,9.47846
