,#Digilent WaveForms Oscilloscope XY,
,#Device Name: Discovery2,
,#Serial Number: SN:210321AA2225,
,#Date Time: 2019-02-11 12:30:44.188,
,,
Times,Channel2V,Math 1 (A)
-0.00021803,-2.75103,-0.0183402
-0.00021745,-2.75103,-0.0183402
-0.00021687,-2.75103,-0.0183402
-0.00021629,-2.75103,-0.0183402
-0.00021571,-2.75103,-0.0183402
-0.00021513,-2.75103,-0.0183402
-0.00021455,-2.75103,-0.0183402
-0.00021397,-2.75103,-0.0183402
-0.00021339,-2.75103,-0.0183402
-0.00021281,-2.75103,-0.0183402
-0.00021223,-2.75103,-0.0183402
-0.00021165,-2.75103,-0.0183402
-0.00021107,-2.75103,-0.0183402
-0.00021049,-2.75103,-0.0183402
-0.00020991,-2.75103,-0.0183402
-0.00020933,-2.75103,-0.0183402
-0.00020875,-2.75103,-0.0183402
-0.00020817,-2.75103,-0.0183402
-0.00020759,-2.75103,-0.0183402
-0.00020701,-2.75103,-0.0183402
-0.00020643,-2.75103,-0.0183402
-0.00020585,-2.75103,-0.0183402
-0.00020527,-2.75103,-0.0183402
-0.00020469,-2.75103,-0.0183402
-0.00020411,-2.75103,-0.0183402
-0.00020353,-2.75103,-0.0183402
-0.00020295,-2.75103,-0.0183402
-0.00020237,-2.75103,-0.0183402
-0.00020179,-2.75103,-0.0183402
-0.00020121,-2.75103,-0.0183402
-0.00020063,-2.75103,-0.0183402
-0.00020005,-2.75103,-0.0183402
-0.00019947,-2.75103,-0.0183402
-0.00019889,-2.75103,-0.0183402
-0.00019831,-2.75103,-0.0183402
-0.00019773,-2.75103,-0.0183402
-0.00019715,-2.75103,-0.0183402
-0.00019657,-2.75103,-0.0183402
-0.00019599,-2.75103,-0.0183402
-0.00019541,-2.75103,-0.0183402
-0.00019483,-2.75103,-0.0183402
-0.00019425,-2.75103,-0.0183402
-0.00019367,-2.75103,-0.0183402
-0.00019309,-2.75103,-0.0183402
-0.00019251,-2.75103,-0.0183402
-0.00019193,-2.75103,-0.0183402
-0.00019135,-2.75103,-0.0183402
-0.00019077,-2.75103,-0.0183402
-0.00019019,-2.75103,-0.0183402
-0.00018961,-2.75103,-0.0183402
-0.00018903,-2.75103,-0.0183402
-0.00018845,-2.75103,-0.0183402
-0.00018787,-2.75103,-0.0183402
-0.00018729,-2.75103,-0.0183402
-0.00018671,-2.75103,-0.0183402
-0.00018613,-2.75103,-0.0183402
-0.00018555,-2.75103,-0.0183402
-0.00018497,-2.75103,-0.0183402
-0.00018439,-2.75103,-0.0183402
-0.00018381,-2.75103,-0.0183402
-0.00018323,-2.75103,-0.0183402
-0.00018265,-2.75103,-0.0183402
-0.00018207,-2.75103,-0.0183402
-0.00018149,-2.75103,-0.0183402
-0.00018091,-2.75103,-0.0183402
-0.00018033,-2.75103,-0.0183402
-0.00017975,-2.75103,-0.0183402
-0.00017917,-2.75103,-0.0183402
-0.00017859,-2.75103,-0.0183402
-0.00017801,-2.75103,-0.0183402
-0.00017743,-2.75103,-0.0183402
-0.00017685,-2.75103,-0.0183402
-0.00017627,-2.75103,-0.0183402
-0.00017569,-2.75103,-0.0183402
-0.00017511,-2.75103,-0.0183402
-0.00017453,-2.75103,-0.0183402
-0.00017395,-2.75103,-0.0183402
-0.00017337,-2.75103,-0.0183402
-0.00017279,-2.75103,-0.0183402
-0.00017221,-2.75103,-0.0183402
-0.00017163,-2.75103,-0.0183402
-0.00017105,-2.75103,-0.0183402
-0.00017047,-2.75103,-0.0183402
-0.00016989,-2.75103,-0.0183402
-0.00016931,-2.75103,-0.0183402
-0.00016873,-2.75103,-0.0183402
-0.00016815,-2.75103,-0.0183402
-0.00016757,-2.75103,-0.0183402
-0.00016699,-2.75103,-0.0183402
-0.00016641,-2.75103,-0.0183402
-0.00016583,-2.75103,-0.0183402
-0.00016525,-2.75103,-0.0183402
-0.00016467,-2.75103,-0.0183402
-0.00016409,-2.75103,-0.0183402
-0.00016351,-2.75103,-0.0183402
-0.00016293,-2.75103,-0.0183402
-0.00016235,-2.75103,-0.0183402
-0.00016177,-2.75103,-0.0183402
-0.00016119,-2.75103,-0.0183402
-0.00016061,-2.75103,-0.0183402
-0.00016003,-2.75103,-0.0183402
-0.00015945,-2.75103,-0.0183402
-0.00015887,-2.75103,-0.0183402
-0.00015829,-2.75103,-0.0183402
-0.00015771,-2.75103,-0.0183402
-0.00015713,-2.75103,-0.0183402
-0.00015655,-2.75103,-0.0183402
-0.00015597,-2.75103,-0.0183402
-0.00015539,-2.75103,-0.0183402
-0.00015481,-2.75103,-0.0183402
-0.00015423,-2.75103,-0.0183402
-0.00015365,-2.75103,-0.0183402
-0.00015307,-2.75103,-0.0183402
-0.00015249,-2.75103,-0.0183402
-0.00015191,-2.75103,-0.0183402
-0.00015133,-2.75103,-0.0183402
-0.00015075,-2.75103,-0.0183402
-0.00015017,-2.75103,-0.0183402
-0.00014959,-2.75103,-0.0183402
-0.00014901,-2.75103,-0.0183402
-0.00014843,-2.75103,-0.0183402
-0.00014785,-2.75103,-0.0183402
-0.00014727,-2.75103,-0.0183402
-0.00014669,-2.75103,-0.0183402
-0.00014611,-2.75103,-0.0183402
-0.00014553,-2.75103,-0.0183402
-0.00014495,-2.75103,-0.0183402
-0.00014437,-2.75103,-0.0183402
-0.00014379,-2.75103,-0.0183402
-0.00014321,-2.75103,-0.0183402
-0.00014263,-2.75103,-0.0183402
-0.00014205,-2.75103,-0.0183402
-0.00014147,-2.75103,-0.0183402
-0.00014089,-2.75103,-0.0183402
-0.00014031,-2.75103,-0.0183402
-0.00013973,-2.75103,-0.0183402
-0.00013915,-2.75103,-0.0183402
-0.00013857,-2.75103,-0.0183402
-0.00013799,-2.75103,-0.0183402
-0.00013741,-2.75103,-0.0183402
-0.00013683,-2.75103,-0.0183402
-0.00013625,-2.75103,-0.0183402
-0.00013567,-2.75103,-0.0183402
-0.00013509,-2.74868,-0.0183246
-0.00013451,-2.73827,-0.0182552
-0.00013393,-2.72585,-0.0181723
-0.00013335,-2.71276,-0.018085
-0.00013277,-2.69899,-0.0179933
-0.00013219,-2.68489,-0.0178992
-0.00013161,-2.67213,-0.0178142
-0.00013103,-2.66272,-0.0177515
-0.00013045,-2.64929,-0.017662
-0.00012987,-2.63553,-0.0175702
-0.00012929,-2.62277,-0.0174851
-0.00012871,-2.60866,-0.0173911
-0.00012813,-2.5959,-0.017306
-0.00012755,-2.58583,-0.0172389
-0.00012697,-2.57374,-0.0171583
-0.00012639,-2.55964,-0.0170643
-0.00012581,-2.54587,-0.0169725
-0.00012523,-2.53311,-0.0168874
-0.00012465,-2.52002,-0.0168001
-0.00012407,-2.50961,-0.0167307
-0.00012349,-2.49853,-0.0166569
-0.00012291,-2.48476,-0.0165651
-0.00012233,-2.472,-0.01648
-0.00012175,-2.45924,-0.0163949
-0.00012117,-2.4448,-0.0162987
-0.00012059,-2.43271,-0.0162181
-0.00012001,-2.42264,-0.0161509
-0.00011943,-2.40955,-0.0160636
-0.00011885,-2.39544,-0.0159696
-0.00011827,-2.38336,-0.015889
-0.00011769,-2.36992,-0.0157995
-0.00011711,-2.35616,-0.0157077
-0.00011653,-2.34575,-0.0156383
-0.00011595,-2.33433,-0.0155622
-0.00011537,-2.3209,-0.0154727
-0.00011479,-2.30747,-0.0153831
-0.00011421,-2.2937,-0.0152913
-0.00011363,-2.28094,-0.0152063
-0.00011305,-2.26953,-0.0151302
-0.00011247,-2.25845,-0.0150563
-0.00011189,-2.24468,-0.0149645
-0.00011131,-2.23125,-0.014875
-0.00011073,-2.21815,-0.0147877
-0.00011015,-2.20438,-0.0146959
-0.00010957,-2.1923,-0.0146153
-0.00010899,-2.18323,-0.0145549
-0.00010841,-2.16946,-0.0144631
-0.00010783,-2.1567,-0.014378
-0.00010725,-2.1426,-0.014284
-0.00010667,-2.12883,-0.0141922
-0.00010609,-2.1154,-0.0141027
-0.00010551,-2.10667,-0.0140445
-0.00010493,-2.09358,-0.0139572
-0.00010435,-2.08015,-0.0138676
-0.00010377,-2.06739,-0.0137826
-0.00010319,-2.05429,-0.0136953
-0.00010261,-2.04052,-0.0136035
-0.00010203,-2.02911,-0.0135274
-0.00010145,-2.0187,-0.013458
-0.00010087,-2.00527,-0.0133684
-0.00010029,-1.99217,-0.0132811
-9.971E-05,-1.9784,-0.0131894
-9.913E-05,-1.96497,-0.0130998
-9.855E-05,-1.95221,-0.0130148
-9.797E-05,-1.94348,-0.0129566
-9.739E-05,-1.93039,-0.0128693
-9.681E-05,-1.91662,-0.0127775
-9.623E-05,-1.90353,-0.0126902
-9.565E-05,-1.89009,-0.0126006
-9.507E-05,-1.877,-0.0125133
-9.449E-05,-1.86827,-0.0124551
-9.391E-05,-1.85484,-0.0123656
-9.333E-05,-1.84107,-0.0122738
-9.275E-05,-1.82764,-0.0121843
-9.217E-05,-1.81421,-0.0120947
-9.159E-05,-1.80078,-0.0120052
-9.101E-05,-1.7897,-0.0119313
-9.043E-05,-1.77895,-0.0118597
-8.985E-05,-1.76552,-0.0117701
-8.927E-05,-1.75209,-0.0116806
-8.869E-05,-1.73933,-0.0115955
-8.811E-05,-1.72556,-0.0115037
-8.753E-05,-1.7128,-0.0114187
-8.695E-05,-1.7034,-0.011356
-8.637E-05,-1.69064,-0.0112709
-8.579E-05,-1.67721,-0.0111814
-8.521E-05,-1.66411,-0.0110941
-8.463E-05,-1.65102,-0.0110068
-8.405E-05,-1.63759,-0.0109173
-8.347E-05,-1.62785,-0.0108523
-8.289E-05,-1.61543,-0.0107695
-8.231E-05,-1.60233,-0.0106822
-8.173E-05,-1.5889,-0.0105927
-8.115E-05,-1.5748,-0.0104986
-8.057E-05,-1.56204,-0.0104136
-7.999E-05,-1.55264,-0.0103509
-7.941E-05,-1.53988,-0.0102658
-7.883E-05,-1.52577,-0.0101718
-7.825E-05,-1.51268,-0.0100845
-7.767E-05,-1.49958,-0.00999722
-7.709E-05,-1.48649,-0.00990991
-7.651E-05,-1.47373,-0.00982485
-7.593E-05,-1.46433,-0.00976217
-7.535E-05,-1.45123,-0.00967487
-7.477E-05,-1.43746,-0.00958309
-7.419E-05,-1.42302,-0.00948683
-7.361E-05,-1.40892,-0.00939281
-7.303E-05,-1.39616,-0.00930775
-7.245E-05,-1.3881,-0.00925402
-7.187E-05,-1.37467,-0.00916448
-7.129E-05,-1.36158,-0.00907718
-7.071E-05,-1.34815,-0.00898764
-7.013E-05,-1.33539,-0.00890257
-6.955E-05,-1.32263,-0.00881751
-6.897E-05,-1.31322,-0.00875483
-6.839E-05,-1.30046,-0.00866977
-6.781E-05,-1.28703,-0.00858022
-6.723E-05,-1.2736,-0.00849068
-6.665E-05,-1.26051,-0.00840338
-6.607E-05,-1.24708,-0.00831384
-6.549E-05,-1.23566,-0.00823773
-6.491E-05,-1.22424,-0.00816162
-6.433E-05,-1.21115,-0.00807432
-6.375E-05,-1.19805,-0.00798701
-6.317E-05,-1.18428,-0.00789523
-6.259E-05,-1.17153,-0.00781017
-6.201E-05,-1.15809,-0.00772063
-6.143E-05,-1.14936,-0.00766242
-6.085E-05,-1.13627,-0.00757512
-6.027E-05,-1.12317,-0.00748782
-5.969E-05,-1.10941,-0.00739604
-5.911E-05,-1.09564,-0.00730426
-5.853E-05,-1.08254,-0.00721696
-5.795E-05,-1.07314,-0.00715428
-5.737E-05,-1.06005,-0.00706698
-5.679E-05,-1.04729,-0.00698191
-5.621E-05,-1.03419,-0.00689461
-5.563E-05,-1.02042,-0.00680283
-5.505E-05,-1.00733,-0.00671553
-5.447E-05,-0.996584,-0.00664389
-5.389E-05,-0.984496,-0.00656331
-5.331E-05,-0.9714,-0.006476
-5.273E-05,-0.957969,-0.00638646
-5.215E-05,-0.945545,-0.00630364
-5.157E-05,-0.932114,-0.00621409
-5.099E-05,-0.920026,-0.00613351
-5.041E-05,-0.908945,-0.00605964
-4.983E-05,-0.89585,-0.00597233
-4.925E-05,-0.88309,-0.00588727
-4.867E-05,-0.870331,-0.0058022
-4.809E-05,-0.856564,-0.00571042
-4.751E-05,-0.842797,-0.00561864
-4.693E-05,-0.834066,-0.00556044
-4.635E-05,-0.821642,-0.00547762
-4.577E-05,-0.80754,-0.0053836
-4.519E-05,-0.794109,-0.00529406
-4.461E-05,-0.780677,-0.00520452
-4.403E-05,-0.767918,-0.00511945
-4.345E-05,-0.757173,-0.00504782
-4.287E-05,-0.746092,-0.00497395
-4.229E-05,-0.732325,-0.00488217
-4.171E-05,-0.71923,-0.00479486
-4.113E-05,-0.705798,-0.00470532
-4.055E-05,-0.692367,-0.00461578
-3.997E-05,-0.681286,-0.00454191
-3.939E-05,-0.670877,-0.00447251
-3.881E-05,-0.65711,-0.00438074
-3.823E-05,-0.644015,-0.00429343
-3.765E-05,-0.630248,-0.00420165
-3.707E-05,-0.616481,-0.00410987
-3.649E-05,-0.604057,-0.00402705
-3.591E-05,-0.594991,-0.00396661
-3.533E-05,-0.582903,-0.00388602
-3.475E-05,-0.5688,-0.003792
-3.417E-05,-0.554697,-0.00369798
-3.359E-05,-0.541266,-0.00360844
-3.301E-05,-0.527835,-0.0035189
-3.243E-05,-0.517426,-0.00344951
-3.185E-05,-0.506009,-0.0033734
-3.127E-05,-0.492578,-0.00328385
-3.069E-05,-0.480154,-0.00320103
-3.011E-05,-0.466387,-0.00310925
-2.953E-05,-0.45262,-0.00301747
-2.895E-05,-0.441875,-0.00294584
-2.837E-05,-0.429787,-0.00286525
-2.779E-05,-0.416692,-0.00277795
-2.721E-05,-0.403596,-0.00269064
-2.663E-05,-0.390501,-0.00260334
-2.605E-05,-0.377406,-0.00251604
-2.547E-05,-0.364982,-0.00243321
-2.489E-05,-0.355244,-0.00236829
-2.431E-05,-0.342149,-0.00228099
-2.373E-05,-0.328046,-0.00218697
-2.315E-05,-0.314279,-0.00209519
-2.257E-05,-0.300848,-0.00200565
-2.199E-05,-0.288424,-0.00192283
-2.141E-05,-0.278015,-0.00185343
-2.083E-05,-0.26727,-0.0017818
-2.025E-05,-0.253167,-0.00168778
-1.967E-05,-0.240071,-0.00160048
-1.909E-05,-0.226976,-0.00151317
-1.851E-05,-0.212873,-0.00141916
-1.793E-05,-0.201457,-0.00134305
-1.735E-05,-0.191048,-0.00127365
-1.677E-05,-0.177281,-0.00118187
-1.619E-05,-0.163514,-0.00109009
-1.561E-05,-0.151761,-0.00101174
-1.503E-05,-0.137994,-0.000919963
-1.445E-05,-0.125235,-0.000834898
-1.387E-05,-0.115497,-0.000769981
-1.329E-05,-0.102066,-0.000680439
-1.271E-05,-0.0893063,-0.000595375
-1.213E-05,-0.0752035,-0.000501357
-1.155E-05,-0.0627797,-0.000418531
-1.097E-05,-0.0496842,-0.000331228
-1.039E-05,-0.0402824,-0.000268549
-9.81E-06,-0.027187,-0.000181247
-9.23E-06,-0.0144273,-9.62E-05
-8.65E-06,-0.000324577,-2.16E-06
-8.07E-06,0.0124351,8.29E-05
-7.49E-06,0.0248589,0.000165726
-6.91E-06,0.0366112,0.000244075
-6.33E-06,0.0470204,0.000313469
-5.75E-06,0.0607874,0.000405249
-5.17E-06,0.0748901,0.000499268
-4.59E-06,0.0883213,0.000588809
-4.01E-06,0.101417,0.000676112
-3.43E-06,0.113169,0.00075446
-2.85E-06,0.122907,0.000819378
-2.27E-06,0.137009,0.000913396
-1.69E-06,0.150776,0.00100518
-1.11E-06,0.163872,0.00109248
-5.3E-07,0.176967,0.00117978
5E-08,0.189391,0.00126261
6.3E-07,0.198793,0.00132529
1.21E-06,0.211888,0.00141259
1.79E-06,0.22532,0.00150213
2.37E-06,0.239087,0.00159391
2.95E-06,0.252182,0.00168121
3.53E-06,0.265949,0.00177299
4.11E-06,0.274679,0.00183119
4.69E-06,0.287439,0.00191626
5.27E-06,0.301206,0.00200804
5.85E-06,0.314973,0.00209982
6.43E-06,0.328068,0.00218712
7.01E-06,0.341164,0.00227442
7.59E-06,0.352916,0.00235277
8.17E-06,0.363661,0.00242441
8.75E-06,0.376756,0.00251171
9.33E-06,0.390188,0.00260125
9.91E-06,0.402611,0.00268408
1.049E-05,0.416714,0.00277809
1.107E-05,0.429138,0.00286092
1.165E-05,0.43854,0.0029236
1.223E-05,0.451971,0.00301314
1.281E-05,0.465067,0.00310044
1.339E-05,0.478498,0.00318998
1.397E-05,0.491929,0.00327953
1.455E-05,0.50536,0.00336907
1.513E-05,0.514426,0.00342951
1.571E-05,0.527186,0.00351457
1.629E-05,0.540617,0.00360411
1.687E-05,0.553712,0.00369142
1.745E-05,0.566472,0.00377648
1.803E-05,0.580911,0.00387274
1.861E-05,0.59132,0.00394213
1.919E-05,0.603408,0.00402272
1.977E-05,0.617175,0.0041145
2.035E-05,0.629263,0.00419509
2.093E-05,0.642023,0.00428015
2.151E-05,0.656125,0.00437417
2.209E-05,0.669892,0.00446595
2.267E-05,0.679294,0.00452863
2.325E-05,0.692725,0.00461817
2.383E-05,0.705485,0.00470323
2.441E-05,0.718916,0.00479277
2.499E-05,0.732347,0.00488232
2.557E-05,0.745779,0.00497186
2.615E-05,0.75518,0.00503454
2.673E-05,0.767604,0.00511736
2.731E-05,0.7807,0.00520466
2.789E-05,0.794131,0.00529421
2.847E-05,0.807898,0.00538599
2.905E-05,0.820993,0.00547329
2.963E-05,0.830731,0.00553821
3.021E-05,0.843155,0.00562103
3.079E-05,0.857593,0.00571729
3.137E-05,0.869346,0.00579564
3.195E-05,0.882105,0.0058807
3.253E-05,0.895872,0.00597248
3.311E-05,0.908296,0.00605531
3.369E-05,0.917698,0.00611799
3.427E-05,0.931465,0.00620977
3.485E-05,0.94456,0.00629707
3.543E-05,0.957992,0.00638661
3.601E-05,0.971087,0.00647391
3.659E-05,0.984854,0.00656569
3.717E-05,0.99392,0.00662613
3.775E-05,1.00735,0.00671567
3.833E-05,1.02045,0.00680298
3.891E-05,1.03421,0.00689476
3.949E-05,1.04664,0.00697758
4.007E-05,1.06007,0.00706712
4.065E-05,1.07048,0.00713652
4.123E-05,1.0829,0.00721934
4.181E-05,1.096,0.00730665
4.239E-05,1.10943,0.00739619
4.297E-05,1.12286,0.00748573
4.355E-05,1.13595,0.00757303
4.413E-05,1.14636,0.00764243
4.471E-05,1.15711,0.00771406
4.529E-05,1.17121,0.00780808
4.587E-05,1.18565,0.00790434
4.645E-05,1.19841,0.0079894
4.703E-05,1.21083,0.00807223
4.761E-05,1.22393,0.00815953
4.819E-05,1.23333,0.00822221
4.877E-05,1.2471,0.00831399
4.935E-05,1.26019,0.00840129
4.993E-05,1.27329,0.00848859
5.051E-05,1.28672,0.00857813
5.109E-05,1.29982,0.00866544
5.167E-05,1.30955,0.00873035
5.225E-05,1.32265,0.00881766
5.283E-05,1.33541,0.00890272
5.341E-05,1.3485,0.00899002
5.399E-05,1.36193,0.00907957
5.457E-05,1.37537,0.00916911
5.515E-05,1.38645,0.00924298
5.573E-05,1.39686,0.00931237
5.631E-05,1.40995,0.00939968
5.689E-05,1.42372,0.00949146
5.747E-05,1.43681,0.00957876
5.805E-05,1.44991,0.00966606
5.863E-05,1.462,0.00974665
5.921E-05,1.47207,0.0098138
5.979E-05,1.4855,0.00990335
6.037E-05,1.49893,0.00999289
6.095E-05,1.51304,0.0100869
6.153E-05,1.52647,0.0101764
6.211E-05,1.5399,0.010266
6.269E-05,1.54964,0.0103309
6.327E-05,1.56206,0.0104137
6.385E-05,1.57516,0.010501
6.443E-05,1.58791,0.0105861
6.501E-05,1.60101,0.0106734
6.559E-05,1.61444,0.0107629
6.617E-05,1.62485,0.0108323
6.675E-05,1.63593,0.0109062
6.733E-05,1.64869,0.0109913
6.791E-05,1.66313,0.0110875
6.849E-05,1.67522,0.0111681
6.907E-05,1.68764,0.0112509
6.965E-05,1.69738,0.0113159
7.023E-05,1.70645,0.0113763
7.081E-05,1.7182,0.0114546
7.139E-05,1.72861,0.011524
7.197E-05,1.73834,0.011589
7.255E-05,1.74741,0.0116494
7.313E-05,1.7558,0.0117054
7.371E-05,1.76118,0.0117412
7.429E-05,1.7689,0.0117927
7.487E-05,1.77595,0.0118397
7.545E-05,1.782,0.01188
7.603E-05,1.78737,0.0119158
7.661E-05,1.7924,0.0119494
7.719E-05,1.79677,0.0119785
7.777E-05,1.80013,0.0120009
7.835E-05,1.80382,0.0120255
7.893E-05,1.80819,0.0120546
7.951E-05,1.81222,0.0120814
8.009E-05,1.81591,0.0121061
8.067E-05,1.8186,0.012124
8.125E-05,1.82095,0.0121396
8.183E-05,1.8243,0.012162
8.241E-05,1.82699,0.0121799
8.299E-05,1.82968,0.0121978
8.357E-05,1.83236,0.0122158
8.415E-05,1.83471,0.0122314
8.473E-05,1.83639,0.0122426
8.531E-05,1.83841,0.012256
8.589E-05,1.84143,0.0122762
8.647E-05,1.84344,0.0122896
8.705E-05,1.84613,0.0123075
8.763E-05,1.84814,0.012321
8.821E-05,1.84982,0.0123322
8.879E-05,1.8515,0.0123433
8.937E-05,1.85285,0.0123523
8.995E-05,1.85452,0.0123635
9.053E-05,1.85654,0.0123769
9.111E-05,1.85822,0.0123881
9.169E-05,1.8599,0.0123993
9.227E-05,1.86191,0.0124127
9.285E-05,1.86359,0.0124239
9.343E-05,1.8646,0.0124307
9.401E-05,1.86594,0.0124396
9.459E-05,1.86762,0.0124508
9.517E-05,1.8693,0.012462
9.575E-05,1.87031,0.0124687
9.633E-05,1.87165,0.0124777
9.691E-05,1.87333,0.0124889
9.749E-05,1.87534,0.0125023
9.807E-05,1.87635,0.012509
9.865E-05,1.87803,0.0125202
9.923E-05,1.87904,0.0125269
9.981E-05,1.88072,0.0125381
0.00010039,1.88172,0.0125448
0.00010097,1.88307,0.0125538
0.00010155,1.88441,0.0125627
0.00010213,1.88575,0.0125717
0.00010271,1.88676,0.0125784
0.00010329,1.88777,0.0125851
0.00010387,1.88911,0.0125941
0.00010445,1.89012,0.0126008
0.00010503,1.89079,0.0126053
0.00010561,1.8918,0.012612
0.00010619,1.8928,0.0126187
0.00010677,1.89381,0.0126254
0.00010735,1.89549,0.0126366
0.00010793,1.89683,0.0126455
0.00010851,1.8975,0.01265
0.00010909,1.89851,0.0126567
0.00010967,1.89952,0.0126635
0.00011025,1.90019,0.0126679
0.00011083,1.9012,0.0126747
0.00011141,1.90187,0.0126791
0.00011199,1.90321,0.0126881
0.00011257,1.90422,0.0126948
0.00011315,1.90523,0.0127015
0.00011373,1.90623,0.0127082
0.00011431,1.90657,0.0127105
0.00011489,1.90791,0.0127194
0.00011547,1.90892,0.0127261
0.00011605,1.90959,0.0127306
0.00011663,1.91094,0.0127396
0.00011721,1.91127,0.0127418
0.00011779,1.91194,0.0127463
0.00011837,1.91261,0.0127508
0.00011895,1.91329,0.0127552
0.00011953,1.91496,0.0127664
0.00012011,1.91564,0.0127709
0.00012069,1.91664,0.0127776
0.00012127,1.91698,0.0127799
0.00012185,1.91832,0.0127888
0.00012243,1.91933,0.0127955
0.00012301,1.92034,0.0128022
0.00012359,1.92168,0.0128112
0.00012417,1.92202,0.0128134
0.00012475,1.92235,0.0128157
0.00012533,1.92269,0.0128179
0.00012591,1.92403,0.0128269
0.00012649,1.92504,0.0128336
0.00012707,1.92605,0.0128403
0.00012765,1.92672,0.0128448
0.00012823,1.92705,0.012847
0.00012881,1.92772,0.0128515
0.00012939,1.92806,0.0128537
0.00012997,1.92907,0.0128604
0.00013055,1.93007,0.0128672
0.00013113,1.93108,0.0128739
0.00013171,1.93175,0.0128784
0.00013229,1.93243,0.0128828
0.00013287,1.93343,0.0128895
0.00013345,1.9341,0.012894
0.00013403,1.93478,0.0128985
0.00013461,1.93545,0.012903
0.00013519,1.93645,0.0129097
0.00013577,1.93679,0.0129119
0.00013635,1.93746,0.0129164
0.00013693,1.93847,0.0129231
0.00013751,1.93914,0.0129276
0.00013809,1.93914,0.0129276
0.00013867,1.93981,0.0129321
0.00013925,1.94082,0.0129388
0.00013983,1.94116,0.012941
0.00014041,1.94183,0.0129455
0.00014099,1.94317,0.0129545
0.00014157,1.94384,0.0129589
0.00014215,1.94418,0.0129612
0.00014273,1.94518,0.0129679
0.00014331,1.94586,0.0129724
0.00014389,1.94653,0.0129769
0.00014447,1.9472,0.0129813
0.00014505,1.94754,0.0129836
0.00014563,1.94821,0.012988
0.00014621,1.94888,0.0129925
0.00014679,1.94888,0.0129925
0.00014737,1.94989,0.0129992
0.00014795,1.95022,0.0130015
0.00014853,1.95123,0.0130082
0.00014911,1.9519,0.0130127
0.00014969,1.95257,0.0130171
0.00015027,1.95324,0.0130216
0.00015085,1.95358,0.0130239
0.00015143,1.95459,0.0130306
0.00015201,1.95492,0.0130328
0.00015259,1.95593,0.0130395
0.00015317,1.95694,0.0130462
0.00015375,1.95761,0.0130507
0.00015433,1.95761,0.0130507
0.00015491,1.95828,0.0130552
0.00015549,1.95895,0.0130597
0.00015607,1.95929,0.0130619
0.00015665,1.96063,0.0130709
0.00015723,1.9613,0.0130753
0.00015781,1.96063,0.0130709
0.00015839,1.96097,0.0130731
0.00015897,1.96231,0.0130821
0.00015955,1.96298,0.0130865
0.00016013,1.96399,0.0130933
0.00016071,1.96432,0.0130955
0.00016129,1.965,0.0131
0.00016187,1.96533,0.0131022
0.00016245,1.96567,0.0131044
0.00016303,1.96634,0.0131089
0.00016361,1.96701,0.0131134
0.00016419,1.96735,0.0131156
0.00016477,1.96768,0.0131179
0.00016535,1.96835,0.0131224
0.00016593,1.96936,0.0131291
0.00016651,1.97037,0.0131358
0.00016709,1.97138,0.0131425
0.00016767,1.97138,0.0131425
0.00016825,1.97171,0.0131447
0.00016883,1.97238,0.0131492
0.00016941,1.97305,0.0131537
0.00016999,1.97373,0.0131582
0.00017057,1.97406,0.0131604
0.00017115,1.9744,0.0131627
0.00017173,1.97507,0.0131671
0.00017231,1.97574,0.0131716
0.00017289,1.97608,0.0131738
0.00017347,1.97675,0.0131783
0.00017405,1.97776,0.013185
0.00017463,1.97809,0.0131873
0.00017521,1.97876,0.0131918
0.00017579,1.97977,0.0131985
0.00017637,1.98011,0.0132007
0.00017695,1.98044,0.0132029
0.00017753,1.98078,0.0132052
0.00017811,1.98178,0.0132119
0.00017869,1.98246,0.0132164
0.00017927,1.98279,0.0132186
0.00017985,1.98313,0.0132209
0.00018043,1.9838,0.0132253
0.00018101,1.98414,0.0132276
0.00018159,1.98481,0.013232
0.00018217,1.98514,0.0132343
0.00018275,1.98581,0.0132388
0.00018333,1.98649,0.0132432
0.00018391,1.98716,0.0132477
0.00018449,1.98716,0.0132477
0.00018507,1.98749,0.01325
0.00018565,1.98884,0.0132589
0.00018623,1.98917,0.0132611
0.00018681,1.98984,0.0132656
0.00018739,1.99018,0.0132679
0.00018797,1.98984,0.0132656
0.00018855,1.99018,0.0132679
0.00018913,1.99119,0.0132746
0.00018971,1.99186,0.0132791
0.00019029,1.99253,0.0132835
0.00019087,1.99287,0.0132858
0.00019145,1.99354,0.0132902
0.00019203,1.99387,0.0132925
0.00019261,1.99387,0.0132925
0.00019319,1.99488,0.0132992
0.00019377,1.99589,0.0133059
0.00019435,1.99622,0.0133082
0.00019493,1.99656,0.0133104
0.00019551,1.99689,0.0133126
0.00019609,1.99723,0.0133149
0.00019667,1.99757,0.0133171
0.00019725,1.99857,0.0133238
0.00019783,1.99891,0.0133261
0.00019841,1.99958,0.0133305
0.00019899,1.99992,0.0133328
0.00019957,2.00092,0.0133395
0.00020015,2.00126,0.0133417
0.00020073,2.0016,0.013344
0.00020131,2.00227,0.0133484
0.00020189,2.0026,0.0133507
0.00020247,2.00327,0.0133552
0.00020305,2.00395,0.0133596
0.00020363,2.00428,0.0133619
0.00020421,2.00529,0.0133686
0.00020479,2.00563,0.0133708
0.00020537,2.00596,0.0133731
0.00020595,2.00596,0.0133731
0.00020653,2.0063,0.0133753
0.00020711,2.00697,0.0133798
