,#Digilent WaveForms Oscilloscope XY,
,#Device Name: Discovery2,
,#Serial Number: SN:210321AA2225,
,#Date Time: 2019-02-11 12:30:44.188,
,,
Times,Channel2V,Math 1 (A)
0.00020769,2.00831,0.0133887
0.00020827,2.00865,0.013391
0.00020885,2.00865,0.013391
0.00020943,2.00831,0.0133887
0.00021001,2.00898,0.0133932
0.00021059,2.00999,0.0133999
0.00021117,2.01033,0.0134022
0.00021175,2.01133,0.0134089
0.00021233,2.012,0.0134134
0.00021291,2.01268,0.0134178
0.00021349,2.01301,0.0134201
0.00021407,2.01335,0.0134223
0.00021465,2.01335,0.0134223
0.00021523,2.01368,0.0134246
0.00021581,2.01402,0.0134268
0.00021639,2.01469,0.0134313
0.00021697,2.01536,0.0134358
0.00021755,2.0157,0.013438
0.00021813,2.01637,0.0134425
0.00021871,2.01704,0.0134469
0.00021929,2.01738,0.0134492
0.00021987,2.01805,0.0134537
0.00022045,2.01838,0.0134559
0.00022103,2.01872,0.0134581
0.00022161,2.01906,0.0134604
0.00022219,2.01838,0.0134559
0.00022277,2.01771,0.0134514
0.00022335,2.01771,0.0134514
0.00022393,2.01704,0.0134469
0.00022451,2.01637,0.0134425
0.00022509,2.01637,0.0134425
0.00022567,2.0157,0.013438
0.00022625,2.01469,0.0134313
0.00022683,2.01469,0.0134313
0.00022741,2.01402,0.0134268
0.00022799,2.01335,0.0134223
0.00022857,2.01268,0.0134178
0.00022915,2.01301,0.0134201
0.00022973,2.01268,0.0134178
0.00023031,2.01133,0.0134089
0.00023089,2.01066,0.0134044
0.00023147,2.01066,0.0134044
0.00023205,2.01033,0.0134022
0.00023263,2.00965,0.0133977
0.00023321,2.00898,0.0133932
0.00023379,2.00898,0.0133932
0.00023437,2.00898,0.0133932
0.00023495,2.00798,0.0133865
0.00023553,2.0073,0.013382
0.00023611,2.00697,0.0133798
0.00023669,2.0063,0.0133753
0.00023727,2.00563,0.0133708
0.00023785,2.00495,0.0133664
0.00023843,2.00495,0.0133664
0.00023901,2.00428,0.0133619
0.00023959,2.00361,0.0133574
0.00024017,2.00327,0.0133552
0.00024075,2.0026,0.0133507
0.00024133,2.00227,0.0133484
0.00024191,2.00193,0.0133462
0.00024249,2.00126,0.0133417
0.00024307,2.00059,0.0133373
0.00024365,2.00025,0.013335
0.00024423,1.99958,0.0133305
0.00024481,1.99925,0.0133283
0.00024539,1.99857,0.0133238
0.00024597,1.99824,0.0133216
0.00024655,1.9979,0.0133193
0.00024713,1.99689,0.0133126
0.00024771,1.99622,0.0133082
0.00024829,1.99555,0.0133037
0.00024887,1.99522,0.0133014
0.00024945,1.99522,0.0133014
0.00025003,1.99454,0.013297
0.00025061,1.99387,0.0132925
0.00025119,1.9932,0.013288
0.00025177,1.99253,0.0132835
0.00025235,1.99186,0.0132791
0.00025293,1.99186,0.0132791
0.00025351,1.99152,0.0132768
0.00025409,1.99085,0.0132723
0.00025467,1.99052,0.0132701
0.00025525,1.99018,0.0132679
0.00025583,1.98951,0.0132634
0.00025641,1.98917,0.0132611
0.00025699,1.9885,0.0132567
0.00025757,1.98816,0.0132544
0.00025815,1.98749,0.01325
0.00025873,1.98682,0.0132455
0.00025931,1.98615,0.013241
0.00025989,1.98615,0.013241
0.00026047,1.98581,0.0132388
0.00026105,1.98514,0.0132343
0.00026163,1.98447,0.0132298
0.00026221,1.9838,0.0132253
0.00026279,1.98346,0.0132231
0.00026337,1.98279,0.0132186
0.00026395,1.98246,0.0132164
0.00026453,1.98145,0.0132097
0.00026511,1.98145,0.0132097
0.00026569,1.98044,0.0132029
0.00026627,1.97943,0.0131962
0.00026685,1.97876,0.0131918
0.00026743,1.97876,0.0131918
0.00026801,1.97876,0.0131918
0.00026859,1.97809,0.0131873
0.00026917,1.97708,0.0131806
0.00026975,1.97641,0.0131761
0.00027033,1.97608,0.0131738
0.00027091,1.97608,0.0131738
0.00027149,1.97574,0.0131716
0.00027207,1.97473,0.0131649
0.00027265,1.97406,0.0131604
0.00027323,1.97305,0.0131537
0.00027381,1.97272,0.0131515
0.00027439,1.97205,0.013147
0.00027497,1.97138,0.0131425
0.00027555,1.97037,0.0131358
0.00027613,1.97037,0.0131358
0.00027671,1.96936,0.0131291
0.00027729,1.96869,0.0131246
0.00027787,1.96802,0.0131201
0.00027845,1.96802,0.0131201
0.00027903,1.96735,0.0131156
0.00027961,1.96667,0.0131112
0.00028019,1.966,0.0131067
0.00028077,1.96533,0.0131022
0.00028135,1.965,0.0131
0.00028193,1.96466,0.0130977
0.00028251,1.96432,0.0130955
0.00028309,1.96365,0.013091
0.00028367,1.96298,0.0130865
0.00028425,1.96231,0.0130821
0.00028483,1.9613,0.0130753
0.00028541,1.96063,0.0130709
0.00028599,1.96029,0.0130686
0.00028657,1.95996,0.0130664
0.00028715,1.95929,0.0130619
0.00028773,1.95828,0.0130552
0.00028831,1.95761,0.0130507
0.00028889,1.95794,0.013053
0.00028947,1.95727,0.0130485
0.00029005,1.95593,0.0130395
0.00029063,1.95559,0.0130373
0.00029121,1.95492,0.0130328
0.00029179,1.95425,0.0130283
0.00029237,1.95324,0.0130216
0.00029295,1.95257,0.0130171
0.00029353,1.95257,0.0130171
0.00029411,1.9519,0.0130127
0.00029469,1.95156,0.0130104
0.00029527,1.95089,0.013006
0.00029585,1.94989,0.0129992
0.00029643,1.94888,0.0129925
0.00029701,1.94854,0.0129903
0.00029759,1.94821,0.012988
0.00029817,1.94821,0.012988
0.00029875,1.9472,0.0129813
0.00029933,1.94586,0.0129724
0.00029991,1.94518,0.0129679
0.00030049,1.94418,0.0129612
0.00030107,1.94384,0.0129589
0.00030165,1.94351,0.0129567
0.00030223,1.94216,0.0129478
0.00030281,1.94183,0.0129455
0.00030339,1.94082,0.0129388
0.00030397,1.94015,0.0129343
0.00030455,1.93914,0.0129276
0.00030513,1.9388,0.0129254
0.00030571,1.93847,0.0129231
0.00030629,1.93746,0.0129164
0.00030687,1.93713,0.0129142
0.00030745,1.93679,0.0129119
0.00030803,1.93578,0.0129052
0.00030861,1.93444,0.0128963
0.00030919,1.93377,0.0128918
0.00030977,1.93343,0.0128895
0.00031035,1.93276,0.0128851
0.00031093,1.93175,0.0128784
0.00031151,1.93108,0.0128739
0.00031209,1.93075,0.0128716
0.00031267,1.92974,0.0128649
0.00031325,1.92907,0.0128604
0.00031383,1.9284,0.012856
0.00031441,1.92705,0.012847
0.00031499,1.92638,0.0128425
0.00031557,1.92537,0.0128358
0.00031615,1.9247,0.0128313
0.00031673,1.92403,0.0128269
0.00031731,1.92336,0.0128224
0.00031789,1.92302,0.0128202
0.00031847,1.92235,0.0128157
0.00031905,1.92067,0.0128045
0.00031963,1.91967,0.0127978
0.00032021,1.91899,0.0127933
0.00032079,1.91832,0.0127888
0.00032137,1.91799,0.0127866
0.00032195,1.91698,0.0127799
0.00032253,1.91597,0.0127731
0.00032311,1.9153,0.0127687
0.00032369,1.91463,0.0127642
0.00032427,1.91362,0.0127575
0.00032485,1.91295,0.012753
0.00032543,1.91194,0.0127463
0.00032601,1.91094,0.0127396
0.00032659,1.91026,0.0127351
0.00032717,1.90926,0.0127284
0.00032775,1.90825,0.0127217
0.00032833,1.90758,0.0127172
0.00032891,1.90657,0.0127105
0.00032949,1.90556,0.0127038
0.00033007,1.90456,0.012697
0.00033065,1.90355,0.0126903
0.00033123,1.90254,0.0126836
0.00033181,1.90153,0.0126769
0.00033239,1.90086,0.0126724
0.00033297,1.90019,0.0126679
0.00033355,1.89918,0.0126612
0.00033413,1.89784,0.0126523
0.00033471,1.89683,0.0126455
0.00033529,1.89583,0.0126388
0.00033587,1.89515,0.0126344
0.00033645,1.89381,0.0126254
0.00033703,1.89314,0.0126209
0.00033761,1.89247,0.0126164
0.00033819,1.89112,0.0126075
0.00033877,1.89012,0.0126008
0.00033935,1.88844,0.0125896
0.00033993,1.88743,0.0125829
0.00034051,1.88609,0.0125739
0.00034109,1.88542,0.0125694
0.00034167,1.88374,0.0125582
0.00034225,1.88273,0.0125515
0.00034283,1.88139,0.0125426
0.00034341,1.88004,0.0125336
0.00034399,1.87937,0.0125291
0.00034457,1.87803,0.0125202
0.00034515,1.87601,0.0125068
0.00034573,1.87434,0.0124956
0.00034631,1.87333,0.0124889
0.00034689,1.87165,0.0124777
0.00034747,1.87064,0.0124709
0.00034805,1.86896,0.0124598
0.00034863,1.86728,0.0124486
0.00034921,1.86594,0.0124396
0.00034979,1.86426,0.0124284
0.00035037,1.86359,0.0124239
0.00035095,1.86158,0.0124105
0.00035153,1.85956,0.0123971
0.00035211,1.85822,0.0123881
0.00035269,1.85654,0.0123769
0.00035327,1.85452,0.0123635
0.00035385,1.85251,0.0123501
0.00035443,1.85049,0.0123366
0.00035501,1.84915,0.0123277
0.00035559,1.84781,0.0123187
0.00035617,1.84512,0.0123008
0.00035675,1.84277,0.0122851
0.00035733,1.84109,0.012274
0.00035791,1.83874,0.0122583
0.00035849,1.83706,0.0122471
0.00035907,1.83471,0.0122314
0.00035965,1.83236,0.0122158
0.00036023,1.82968,0.0121978
0.00036081,1.82665,0.0121777
0.00036139,1.8233,0.0121553
0.00036197,1.82061,0.0121374
0.00036255,1.81792,0.0121195
0.00036313,1.81457,0.0120971
0.00036371,1.81121,0.0120747
0.00036429,1.80751,0.0120501
0.00036487,1.80349,0.0120232
0.00036545,1.79912,0.0119941
0.00036603,1.79476,0.011965
0.00036661,1.79039,0.0119359
0.00036719,1.78468,0.0118979
0.00036777,1.77897,0.0118598
0.00036835,1.77259,0.0118173
0.00036893,1.76588,0.0117725
0.00036951,1.75883,0.0117255
0.00037009,1.75211,0.0116807
0.00037067,1.74338,0.0116225
0.00037125,1.73398,0.0115599
0.00037183,1.72323,0.0114882
0.00037241,1.71249,0.0114166
0.00037299,1.7004,0.011336
0.00037357,1.69234,0.0112823
0.00037415,1.67992,0.0111995
0.00037473,1.66682,0.0111122
0.00037531,1.6544,0.0110293
0.00037589,1.6413,0.010942
0.00037647,1.6272,0.010848
0.00037705,1.61881,0.010792
0.00037763,1.60605,0.010707
0.00037821,1.59295,0.0106197
0.00037879,1.57952,0.0105301
0.00037937,1.56609,0.0104406
0.00037995,1.55266,0.0103511
0.00038053,1.54124,0.0102749
0.00038111,1.53117,0.0102078
0.00038169,1.5174,0.010116
0.00038227,1.50397,0.0100265
0.00038285,1.49054,0.00993692
0.00038343,1.47677,0.00984514
0.00038401,1.46468,0.00976456
0.00038459,1.45528,0.00970188
0.00038517,1.44185,0.00961234
0.00038575,1.42842,0.0095228
0.00038633,1.41465,0.00943102
0.00038691,1.40122,0.00934147
0.00038749,1.38779,0.00925193
0.00038807,1.37906,0.00919373
0.00038865,1.36596,0.00910643
0.00038923,1.35253,0.00901689
0.00038981,1.3391,0.00892735
0.00039039,1.32567,0.0088378
0.00039097,1.31258,0.0087505
0.00039155,1.30149,0.00867663
0.00039213,1.28974,0.00859828
0.00039271,1.27631,0.00850874
0.00039329,1.26389,0.00842591
0.00039387,1.25046,0.00833637
0.00039445,1.23736,0.00824907
0.00039503,1.22527,0.00816848
0.00039561,1.21587,0.0081058
0.00039619,1.2021,0.00801402
0.00039677,1.18901,0.00792672
0.00039735,1.17558,0.00783718
0.00039793,1.16215,0.00774764
0.00039851,1.14871,0.0076581
0.00039909,1.13965,0.00759766
0.00039967,1.12689,0.00751259
0.00040025,1.11413,0.00742753
0.00040083,1.10036,0.00733575
0.00040141,1.0866,0.00724397
0.00040199,1.07316,0.00715443
0.00040257,1.06275,0.00708503
0.00040315,1.05067,0.00700445
0.00040373,1.03757,0.00691714
0.00040431,1.02414,0.0068276
0.00040489,1.01071,0.00673806
0.00040547,0.997278,0.00664852
0.00040605,0.984854,0.00656569
0.00040663,0.975788,0.00650525
0.00040721,0.962021,0.00641347
0.00040779,0.948254,0.00632169
0.00040837,0.935494,0.00623663
0.00040895,0.921727,0.00614485
0.00040953,0.909303,0.00606202
0.00041011,0.901245,0.0060083
0.00041069,0.887478,0.00591652
0.00041127,0.874382,0.00582922
0.00041185,0.861623,0.00574415
0.00041243,0.847856,0.00565237
0.00041301,0.833753,0.00555835
0.00041359,0.824351,0.00549567
0.00041417,0.811591,0.00541061
0.00041475,0.798496,0.00532331
0.00041533,0.785401,0.005236
0.00041591,0.771969,0.00514646
0.00041649,0.758202,0.00505468
0.00041707,0.747793,0.00498529
0.00041765,0.736713,0.00491142
0.00041823,0.723953,0.00482635
0.00041881,0.70985,0.00473233
0.00041939,0.696083,0.00464055
0.00041997,0.682988,0.00455325
0.00042055,0.669221,0.00446147
0.00042113,0.66049,0.00440327
0.00042171,0.646723,0.00431149
0.00042229,0.633628,0.00422419
0.00042287,0.619525,0.00413017
0.00042345,0.606094,0.00404063
0.00042403,0.593334,0.00395556
0.00042461,0.584268,0.00389512
0.00042519,0.57218,0.00381454
0.00042577,0.558749,0.00372499
0.00042635,0.544982,0.00363321
0.00042693,0.531887,0.00354591
0.00042751,0.518791,0.00345861
0.00042809,0.508046,0.00338698
0.00042867,0.496294,0.00330863
0.00042925,0.484206,0.00322804
0.00042983,0.469767,0.00313178
0.00043041,0.455665,0.00303776
0.00043099,0.443241,0.00295494
0.00043157,0.431153,0.00287435
0.00043215,0.421415,0.00280943
0.00043273,0.407984,0.00271989
0.00043331,0.394217,0.00262811
0.00043389,0.381122,0.00254081
0.00043447,0.367355,0.00244903
0.00043505,0.353588,0.00235725
0.00043563,0.344521,0.00229681
0.00043621,0.332098,0.00221398
0.00043679,0.319338,0.00212892
0.00043737,0.305571,0.00203714
0.00043795,0.292476,0.00194984
0.00043853,0.279716,0.00186477
0.00043911,0.268635,0.0017909
0.00043969,0.256547,0.00171031
0.00044027,0.243452,0.00162301
0.00044085,0.230356,0.00153571
0.00044143,0.216589,0.00144393
0.00044201,0.203494,0.00135663
0.00044259,0.192077,0.00128052
0.00044317,0.181668,0.00121112
0.00044375,0.168237,0.00112158
0.00044433,0.155142,0.00103428
0.00044491,0.14171,0.000944736
0.00044549,0.127943,0.000852956
0.00044607,0.114512,0.000763415
0.00044665,0.10511,0.000700736
0.00044723,0.0926865,0.00061791
0.00044781,0.0792553,0.000528369
0.00044839,0.064481,0.000429873
0.00044897,0.0517213,0.000344809
0.00044955,0.0382901,0.000255267
0.00045013,0.0282167,0.000188111
0.00045071,0.0164644,0.000109763
0.00045129,0.003369,2.25E-05
0.00045187,-0.0083833,-5.59E-05
0.00045245,-0.0221503,-0.000147669
0.00045303,-0.0355815,-0.00023721
0.00045361,-0.0473338,-0.000315559
0.00045419,-0.0584145,-0.00038943
0.00045477,-0.0715099,-0.000476733
0.00045535,-0.0852769,-0.000568513
0.00045593,-0.0987081,-0.000658054
0.00045651,-0.111468,-0.000743118
0.00045709,-0.123556,-0.000823706
0.00045767,-0.133293,-0.000888623
0.00045825,-0.146725,-0.000978164
0.00045883,-0.160156,-0.00106771
0.00045941,-0.174259,-0.00116172
0.00045999,-0.18769,-0.00125127
0.00046057,-0.200785,-0.00133857
0.00046115,-0.210523,-0.00140349
0.00046173,-0.223282,-0.00148855
0.00046231,-0.235371,-0.00156914
0.00046289,-0.248802,-0.00165868
0.00046347,-0.262905,-0.0017527
0.00046405,-0.276,-0.00184
0.00046463,-0.287752,-0.00191835
0.00046521,-0.298161,-0.00198774
0.00046579,-0.311593,-0.00207728
0.00046637,-0.325024,-0.00216683
0.00046695,-0.338455,-0.00225637
0.00046753,-0.35155,-0.00234367
0.00046811,-0.363303,-0.00242202
0.00046869,-0.37304,-0.00248694
0.00046927,-0.386472,-0.00257648
0.00046985,-0.399231,-0.00266154
0.00047043,-0.412998,-0.00275332
0.00047101,-0.425758,-0.00283839
0.00047159,-0.439525,-0.00293017
0.00047217,-0.448255,-0.00298837
0.00047275,-0.461351,-0.00307567
0.00047333,-0.474782,-0.00316521
0.00047391,-0.488549,-0.00325699
0.00047449,-0.50198,-0.00334653
0.00047507,-0.515747,-0.00343831
0.00047565,-0.526492,-0.00350995
0.00047623,-0.536901,-0.00357934
0.00047681,-0.550332,-0.00366888
0.00047739,-0.563763,-0.00375842
0.00047797,-0.577866,-0.00385244
0.00047855,-0.591633,-0.00394422
0.00047913,-0.603721,-0.00402481
0.00047971,-0.613123,-0.00408749
0.00048029,-0.626219,-0.00417479
0.00048087,-0.639314,-0.00426209
0.00048145,-0.652409,-0.0043494
0.00048203,-0.666176,-0.00444118
0.00048261,-0.679272,-0.00452848
0.00048319,-0.688674,-0.00459116
0.00048377,-0.703112,-0.00468741
0.00048435,-0.715872,-0.00477248
0.00048493,-0.728631,-0.00485754
0.00048551,-0.742734,-0.00495156
0.00048609,-0.756837,-0.00504558
0.00048667,-0.765231,-0.00510154
0.00048725,-0.777655,-0.00518437
0.00048783,-0.790751,-0.00527167
0.00048841,-0.804182,-0.00536121
0.00048899,-0.816942,-0.00544628
0.00048957,-0.830373,-0.00553582
0.00049015,-0.843132,-0.00562088
0.00049073,-0.852534,-0.00568356
0.00049131,-0.866301,-0.00577534
0.00049189,-0.879732,-0.00586488
0.00049247,-0.893164,-0.00595442
0.00049305,-0.905587,-0.00603725
0.00049363,-0.918011,-0.00612008
0.00049421,-0.926742,-0.00617828
0.00049479,-0.940844,-0.0062723
0.00049537,-0.954947,-0.00636631
0.00049595,-0.968043,-0.00645362
0.00049653,-0.981474,-0.00654316
0.00049711,-0.995577,-0.00663718
0.00049769,-1.00397,-0.00669314
0.00049827,-1.01606,-0.00677373
0.00049885,-1.02983,-0.00686551
0.00049943,-1.04326,-0.00695505
0.00050001,-1.05669,-0.00704459
0.00050059,-1.07046,-0.00713637
0.00050117,-1.08053,-0.00720353
0.00050175,-1.09195,-0.00727964
0.00050233,-1.10538,-0.00736918
0.00050291,-1.11814,-0.00745424
0.00050349,-1.13157,-0.00754378
0.00050407,-1.14567,-0.0076378
0.00050465,-1.15944,-0.00772958
0.00050523,-1.1675,-0.00778331
0.00050581,-1.18093,-0.00787285
0.00050639,-1.19402,-0.00796015
0.00050697,-1.20779,-0.00805193
0.00050755,-1.22088,-0.00813923
0.00050813,-1.23532,-0.00823549
0.00050871,-1.24439,-0.00829593
0.00050929,-1.25681,-0.00837876
0.00050987,-1.27024,-0.0084683
0.00051045,-1.28368,-0.00855784
0.00051103,-1.29711,-0.00864738
0.00051161,-1.31054,-0.00873692
0.00051219,-1.32095,-0.00880632
0.00051277,-1.33203,-0.00888019
0.00051335,-1.34546,-0.00896973
0.00051393,-1.35855,-0.00905703
0.00051451,-1.37232,-0.00914881
0.00051509,-1.38575,-0.00923835
0.00051567,-1.39818,-0.00932118
0.00051625,-1.40657,-0.00937714
0.00051683,-1.41933,-0.00946221
0.00051741,-1.4331,-0.00955399
0.00051799,-1.44754,-0.00965024
0.00051857,-1.46097,-0.00973978
0.00051915,-1.47406,-0.00982709
0.00051973,-1.48313,-0.00988753
0.00052031,-1.49589,-0.00997259
0.00052089,-1.50932,-0.0100621
0.00052147,-1.52242,-0.0101494
0.00052205,-1.53551,-0.0102367
0.00052263,-1.54961,-0.0103308
0.00052321,-1.55969,-0.0103979
0.00052379,-1.57177,-0.0104785
0.00052437,-1.5842,-0.0105613
0.00052495,-1.59763,-0.0106509
0.00052553,-1.6114,-0.0107426
0.00052611,-1.62516,-0.0108344
0.00052669,-1.63591,-0.0109061
0.00052727,-1.64632,-0.0109755
0.00052785,-1.65941,-0.0110628
0.00052843,-1.67385,-0.011159
0.00052901,-1.68695,-0.0112463
0.00052959,-1.70038,-0.0113359
0.00053017,-1.71314,-0.0114209
0.00053075,-1.7222,-0.0114814
0.00053133,-1.73564,-0.0115709
0.00053191,-1.74873,-0.0116582
0.00053249,-1.76216,-0.0117477
0.00053307,-1.77593,-0.0118395
0.00053365,-1.78869,-0.0119246
0.00053423,-1.79809,-0.0119873
0.00053481,-1.81085,-0.0120723
0.00053539,-1.82428,-0.0121619
0.00053597,-1.83771,-0.0122514
0.00053655,-1.85114,-0.012341
0.00053713,-1.86458,-0.0124305
0.00053771,-1.87532,-0.0125021
0.00053829,-1.88607,-0.0125738
0.00053887,-1.90017,-0.0126678
0.00053945,-1.9136,-0.0127573
0.00054003,-1.92636,-0.0128424
0.00054061,-1.94013,-0.0129342
0.00054119,-1.95255,-0.013017
0.00054177,-1.96195,-0.0130797
0.00054235,-1.97505,-0.013167
0.00054293,-1.98848,-0.0132565
0.00054351,-2.00224,-0.0133483
0.00054409,-2.01467,-0.0134311
0.00054467,-2.02776,-0.0135184
0.00054525,-2.03784,-0.0135856
0.00054583,-2.04993,-0.0136662
0.00054641,-2.06336,-0.0137557
0.00054699,-2.07746,-0.0138497
0.00054757,-2.09022,-0.0139348
0.00054815,-2.10399,-0.0140266
0.00054873,-2.11507,-0.0141004
0.00054931,-2.12548,-0.0141698
0.00054989,-2.13857,-0.0142571
0.00055047,-2.152,-0.0143467
0.00055105,-2.16577,-0.0144385
0.00055163,-2.18021,-0.0145347
0.00055221,-2.19129,-0.0146086
0.00055279,-2.20203,-0.0146802
0.00055337,-2.21412,-0.0147608
0.00055395,-2.22755,-0.0148504
0.00055453,-2.24098,-0.0149399
0.00055511,-2.25509,-0.0150339
0.00055569,-2.26852,-0.0151235
0.00055627,-2.27725,-0.0151817
0.00055685,-2.29034,-0.015269
0.00055743,-2.30445,-0.015363
0.00055801,-2.31754,-0.0154503
0.00055859,-2.33097,-0.0155398
0.00055917,-2.34508,-0.0156338
0.00055975,-2.35515,-0.015701
0.00056033,-2.36556,-0.0157704
0.00056091,-2.37899,-0.0158599
0.00056149,-2.39276,-0.0159517
0.00056207,-2.40652,-0.0160435
0.00056265,-2.41928,-0.0161286
0.00056323,-2.43137,-0.0162091
0.00056381,-2.44145,-0.0162763
0.00056439,-2.45488,-0.0163658
0.00056497,-2.46864,-0.0164576
0.00056555,-2.48241,-0.0165494
0.00056613,-2.49483,-0.0166322
0.00056671,-2.50793,-0.0167195
0.00056729,-2.51666,-0.0167777
0.00056787,-2.52976,-0.016865
0.00056845,-2.54285,-0.0169523
0.00056903,-2.55628,-0.0170419
0.00056961,-2.57038,-0.0171359
0.00057019,-2.58415,-0.0172277
0.00057077,-2.5949,-0.0172993
0.00057135,-2.60665,-0.0173777
0.00057193,-2.61974,-0.017465
0.00057251,-2.63351,-0.0175567
0.00057309,-2.64594,-0.0176396
0.00057367,-2.6597,-0.0177313
0.00057425,-2.67112,-0.0178075
0.00057483,-2.6822,-0.0178813
0.00057541,-2.69563,-0.0179709
0.00057599,-2.70805,-0.0180537
0.00057657,-2.72149,-0.0181432
0.00057715,-2.73525,-0.018235
0.00057773,-2.74734,-0.0183156
0.00057831,-2.75103,-0.0183402
0.00057889,-2.75103,-0.0183402
0.00057947,-2.75103,-0.0183402
0.00058005,-2.75103,-0.0183402
0.00058063,-2.75103,-0.0183402
0.00058121,-2.75103,-0.0183402
0.00058179,-2.75103,-0.0183402
0.00058237,-2.75103,-0.0183402
0.00058295,-2.75103,-0.0183402
0.00058353,-2.75103,-0.0183402
0.00058411,-2.75103,-0.0183402
0.00058469,-2.75103,-0.0183402
0.00058527,-2.75103,-0.0183402
0.00058585,-2.75103,-0.0183402
0.00058643,-2.75103,-0.0183402
0.00058701,-2.75103,-0.0183402
0.00058759,-2.75103,-0.0183402
0.00058817,-2.75103,-0.0183402
0.00058875,-2.75103,-0.0183402
0.00058933,-2.75103,-0.0183402
0.00058991,-2.75103,-0.0183402
0.00059049,-2.75103,-0.0183402
0.00059107,-2.75103,-0.0183402
0.00059165,-2.75103,-0.0183402
0.00059223,-2.75103,-0.0183402
0.00059281,-2.75103,-0.0183402
0.00059339,-2.75103,-0.0183402
0.00059397,-2.75103,-0.0183402
0.00059455,-2.75103,-0.0183402
0.00059513,-2.75103,-0.0183402
0.00059571,-2.75103,-0.0183402
0.00059629,-2.75103,-0.0183402
0.00059687,-2.75103,-0.0183402
0.00059745,-2.75103,-0.0183402
0.00059803,-2.75103,-0.0183402
0.00059861,-2.75103,-0.0183402
0.00059919,-2.75103,-0.0183402
0.00059977,-2.75103,-0.0183402
0.00060035,-2.75103,-0.0183402
0.00060093,-2.75103,-0.0183402
0.00060151,-2.75103,-0.0183402
0.00060209,-2.75103,-0.0183402
0.00060267,-2.75103,-0.0183402
0.00060325,-2.75103,-0.0183402
0.00060383,-2.75103,-0.0183402
0.00060441,-2.75103,-0.0183402
0.00060499,-2.75103,-0.0183402
0.00060557,-2.75103,-0.0183402
0.00060615,-2.75103,-0.0183402
0.00060673,-2.75103,-0.0183402
0.00060731,-2.75103,-0.0183402
0.00060789,-2.75103,-0.0183402
0.00060847,-2.75103,-0.0183402
0.00060905,-2.75103,-0.0183402
0.00060963,-2.75103,-0.0183402
0.00061021,-2.75103,-0.0183402
0.00061079,-2.75103,-0.0183402
0.00061137,-2.75103,-0.0183402
0.00061195,-2.75103,-0.0183402
0.00061253,-2.75103,-0.0183402
0.00061311,-2.75103,-0.0183402
0.00061369,-2.75103,-0.0183402
0.00061427,-2.75103,-0.0183402
0.00061485,-2.75103,-0.0183402
0.00061543,-2.75103,-0.0183402
0.00061601,-2.75103,-0.0183402
0.00061659,-2.75103,-0.0183402
0.00061717,-2.75103,-0.0183402
0.00061775,-2.75103,-0.0183402
0.00061833,-2.75103,-0.0183402
0.00061891,-2.75103,-0.0183402
0.00061949,-2.75103,-0.0183402
0.00062007,-2.75103,-0.0183402
0.00062065,-2.75103,-0.0183402
0.00062123,-2.75103,-0.0183402
0.00062181,-2.75103,-0.0183402
0.00062239,-2.75103,-0.0183402
0.00062297,-2.75103,-0.0183402
0.00062355,-2.75103,-0.0183402
0.00062413,-2.75103,-0.0183402
0.00062471,-2.75103,-0.0183402
0.00062529,-2.75103,-0.0183402
0.00062587,-2.75103,-0.0183402
0.00062645,-2.75103,-0.0183402
0.00062703,-2.75103,-0.0183402
0.00062761,-2.75103,-0.0183402
0.00062819,-2.75103,-0.0183402
0.00062877,-2.75103,-0.0183402
0.00062935,-2.75103,-0.0183402
0.00062993,-2.75103,-0.0183402
0.00063051,-2.75103,-0.0183402
0.00063109,-2.75103,-0.0183402
0.00063167,-2.75103,-0.0183402
0.00063225,-2.75103,-0.0183402
0.00063283,-2.75103,-0.0183402
0.00063341,-2.75103,-0.0183402
0.00063399,-2.75103,-0.0183402
0.00063457,-2.75103,-0.0183402
0.00063515,-2.75103,-0.0183402
0.00063573,-2.75103,-0.0183402
0.00063631,-2.75103,-0.0183402
0.00063689,-2.75103,-0.0183402
0.00063747,-2.75103,-0.0183402
0.00063805,-2.75103,-0.0183402
0.00063863,-2.75103,-0.0183402
0.00063921,-2.75103,-0.0183402
0.00063979,-2.75103,-0.0183402
0.00064037,-2.75103,-0.0183402
0.00064095,-2.75103,-0.0183402
0.00064153,-2.75103,-0.0183402
0.00064211,-2.75103,-0.0183402
