#Digilent WaveForms Oscilloscope Acquisition,,
#Device Name: Discovery2,,
#Serial Number: SN:210321AA22EE,,
#Date Time: 2019-03-18 13:31:11.950,,
#Sample rate: 4000Hz,,
#Samples: 8192,,
#Trigger: Source: voltage of transistor Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s,,
#voltage of small resistor (470): Range: 500 mV/div Offset: 0 V,,
#current of small resistor: Function: C1 / 470,,
,,
Time (s),voltage of small resistor (470) (V),current of small resistor (mA)
-0.09075,-0.000312449,-6.65E-07
-0.0905,-0.000312449,-6.65E-07
-0.09025,-0.000312449,-6.65E-07
-0.09,-0.000312449,-6.65E-07
-0.08975,-0.000312449,-6.65E-07
-0.0895,-0.000312449,-6.65E-07
-0.08925,-0.000312449,-6.65E-07
-0.089,-0.000312449,-6.65E-07
-0.08875,-0.000312449,-6.65E-07
-0.0885,-0.000312449,-6.65E-07
-0.08825,-0.000312449,-6.65E-07
-0.088,-0.000312449,-6.65E-07
-0.08775,-0.000312449,-6.65E-07
-0.0875,-0.000312449,-6.65E-07
-0.08725,-0.000312449,-6.65E-07
-0.087,-0.000312449,-6.65E-07
-0.08675,-0.000312449,-6.65E-07
-0.0865,-0.000312449,-6.65E-07
-0.08625,-0.000312449,-6.65E-07
-0.086,-0.000312449,-6.65E-07
-0.08575,-0.000312449,-6.65E-07
-0.0855,-0.000312449,-6.65E-07
-0.08525,-0.000312449,-6.65E-07
-0.085,-0.000312449,-6.65E-07
-0.08475,-0.000312449,-6.65E-07
-0.0845,-0.000312449,-6.65E-07
-0.08425,-0.000312449,-6.65E-07
-0.084,-0.000312449,-6.65E-07
-0.08375,-0.000312449,-6.65E-07
-0.0835,-0.000312449,-6.65E-07
-0.08325,-0.000312449,-6.65E-07
-0.083,-0.000312449,-6.65E-07
-0.08275,-0.000312449,-6.65E-07
-0.0825,-0.000312449,-6.65E-07
-0.08225,-0.000312449,-6.65E-07
-0.082,-0.000312449,-6.65E-07
-0.08175,-0.000312449,-6.65E-07
-0.0815,-0.000312449,-6.65E-07
-0.08125,-0.000312449,-6.65E-07
-0.081,-0.000312449,-6.65E-07
-0.08075,-0.000312449,-6.65E-07
-0.0805,-0.000312449,-6.65E-07
-0.08025,-0.000312449,-6.65E-07
-0.08,-0.000312449,-6.65E-07
-0.07975,-0.000312449,-6.65E-07
-0.0795,-0.000312449,-6.65E-07
-0.07925,-0.000312449,-6.65E-07
-0.079,-0.000312449,-6.65E-07
-0.07875,-0.000312449,-6.65E-07
-0.0785,-0.000312449,-6.65E-07
-0.07825,-0.000312449,-6.65E-07
-0.078,-0.000312449,-6.65E-07
-0.07775,-0.000312449,-6.65E-07
-0.0775,-0.000312449,-6.65E-07
-0.07725,-0.000312449,-6.65E-07
-0.077,-0.000312449,-6.65E-07
-0.07675,-0.000312449,-6.65E-07
-0.0765,-0.000312449,-6.65E-07
-0.07625,-0.000312449,-6.65E-07
-0.076,-0.000312449,-6.65E-07
-0.07575,-0.000312449,-6.65E-07
-0.0755,-0.000312449,-6.65E-07
-0.07525,-0.000312449,-6.65E-07
-0.075,-0.000312449,-6.65E-07
-0.07475,-0.000312449,-6.65E-07
-0.0745,-0.000312449,-6.65E-07
-0.07425,-0.000312449,-6.65E-07
-0.074,-0.000312449,-6.65E-07
-0.07375,-0.000312449,-6.65E-07
-0.0735,-0.000312449,-6.65E-07
-0.07325,-0.000312449,-6.65E-07
-0.073,-0.000312449,-6.65E-07
-0.07275,-0.000312449,-6.65E-07
-0.0725,-0.000312449,-6.65E-07
-0.07225,-0.000312449,-6.65E-07
-0.072,-0.000312449,-6.65E-07
-0.07175,-0.000312449,-6.65E-07
-0.0715,-0.000312449,-6.65E-07
-0.07125,-0.000312449,-6.65E-07
-0.071,-0.000312449,-6.65E-07
-0.07075,-0.000312449,-6.65E-07
-0.0705,-0.000312449,-6.65E-07
-0.07025,-0.000312449,-6.65E-07
-0.07,-0.000312449,-6.65E-07
-0.06975,-0.000312449,-6.65E-07
-0.0695,-0.000312449,-6.65E-07
-0.06925,-0.000312449,-6.65E-07
-0.069,-0.000312449,-6.65E-07
-0.06875,-0.000312449,-6.65E-07
-0.0685,-0.000312449,-6.65E-07
-0.06825,-0.000312449,-6.65E-07
-0.068,-0.000312449,-6.65E-07
-0.06775,-0.000312449,-6.65E-07
-0.0675,-0.000312449,-6.65E-07
-0.06725,-0.000312449,-6.65E-07
-0.067,-0.000312449,-6.65E-07
-0.06675,-0.000312449,-6.65E-07
-0.0665,-0.000312449,-6.65E-07
-0.06625,-0.000312449,-6.65E-07
-0.066,2.36E-05,5.03E-08
-0.06575,-0.000312449,-6.65E-07
-0.0655,-0.000312449,-6.65E-07
-0.06525,-0.000312449,-6.65E-07
-0.065,-0.000312449,-6.65E-07
-0.06475,-0.000312449,-6.65E-07
-0.0645,-0.000312449,-6.65E-07
-0.06425,-0.000312449,-6.65E-07
-0.064,-0.000312449,-6.65E-07
-0.06375,2.36E-05,5.03E-08
-0.0635,2.36E-05,5.03E-08
-0.06325,-0.000312449,-6.65E-07
-0.063,2.36E-05,5.03E-08
-0.06275,2.36E-05,5.03E-08
-0.0625,-0.000312449,-6.65E-07
-0.06225,-0.000312449,-6.65E-07
-0.062,2.36E-05,5.03E-08
-0.06175,2.36E-05,5.03E-08
-0.0615,2.36E-05,5.03E-08
-0.06125,2.36E-05,5.03E-08
-0.061,-0.000312449,-6.65E-07
-0.06075,-0.000312449,-6.65E-07
-0.0605,-0.000312449,-6.65E-07
-0.06025,2.36E-05,5.03E-08
-0.06,-0.000312449,-6.65E-07
-0.05975,2.36E-05,5.03E-08
-0.0595,-0.000312449,-6.65E-07
-0.05925,-0.000312449,-6.65E-07
-0.059,-0.000312449,-6.65E-07
-0.05875,2.36E-05,5.03E-08
-0.0585,-0.000312449,-6.65E-07
-0.05825,-0.000312449,-6.65E-07
-0.058,-0.000312449,-6.65E-07
-0.05775,-0.000312449,-6.65E-07
-0.0575,-0.000312449,-6.65E-07
-0.05725,-0.000312449,-6.65E-07
-0.057,2.36E-05,5.03E-08
-0.05675,-0.000312449,-6.65E-07
-0.0565,-0.000312449,-6.65E-07
-0.05625,-0.000312449,-6.65E-07
-0.056,-0.000312449,-6.65E-07
-0.05575,-0.000312449,-6.65E-07
-0.0555,-0.000312449,-6.65E-07
-0.05525,-0.000312449,-6.65E-07
-0.055,-0.000312449,-6.65E-07
-0.05475,-0.000312449,-6.65E-07
-0.0545,-0.000312449,-6.65E-07
-0.05425,-0.000312449,-6.65E-07
-0.054,2.36E-05,5.03E-08
-0.05375,2.36E-05,5.03E-08
-0.0535,2.36E-05,5.03E-08
-0.05325,2.36E-05,5.03E-08
-0.053,2.36E-05,5.03E-08
-0.05275,2.36E-05,5.03E-08
-0.0525,2.36E-05,5.03E-08
-0.05225,2.36E-05,5.03E-08
-0.052,2.36E-05,5.03E-08
-0.05175,2.36E-05,5.03E-08
-0.0515,2.36E-05,5.03E-08
-0.05125,2.36E-05,5.03E-08
-0.051,2.36E-05,5.03E-08
-0.05075,2.36E-05,5.03E-08
-0.0505,-0.000312449,-6.65E-07
-0.05025,2.36E-05,5.03E-08
-0.05,-0.000312449,-6.65E-07
-0.04975,2.36E-05,5.03E-08
-0.0495,2.36E-05,5.03E-08
-0.04925,2.36E-05,5.03E-08
-0.049,2.36E-05,5.03E-08
-0.04875,2.36E-05,5.03E-08
-0.0485,-0.000312449,-6.65E-07
-0.04825,2.36E-05,5.03E-08
-0.048,2.36E-05,5.03E-08
-0.04775,2.36E-05,5.03E-08
-0.0475,2.36E-05,5.03E-08
-0.04725,-0.000312449,-6.65E-07
-0.047,-0.000312449,-6.65E-07
-0.04675,2.36E-05,5.03E-08
-0.0465,2.36E-05,5.03E-08
-0.04625,2.36E-05,5.03E-08
-0.046,2.36E-05,5.03E-08
-0.04575,2.36E-05,5.03E-08
-0.0455,2.36E-05,5.03E-08
-0.04525,2.36E-05,5.03E-08
-0.045,2.36E-05,5.03E-08
-0.04475,2.36E-05,5.03E-08
-0.0445,2.36E-05,5.03E-08
-0.04425,-0.000312449,-6.65E-07
-0.044,2.36E-05,5.03E-08
-0.04375,2.36E-05,5.03E-08
-0.0435,-0.000312449,-6.65E-07
-0.04325,2.36E-05,5.03E-08
-0.043,2.36E-05,5.03E-08
-0.04275,2.36E-05,5.03E-08
-0.0425,2.36E-05,5.03E-08
-0.04225,-0.000312449,-6.65E-07
-0.042,-0.000312449,-6.65E-07
-0.04175,2.36E-05,5.03E-08
-0.0415,2.36E-05,5.03E-08
-0.04125,2.36E-05,5.03E-08
-0.041,2.36E-05,5.03E-08
-0.04075,2.36E-05,5.03E-08
-0.0405,-0.000312449,-6.65E-07
-0.04025,2.36E-05,5.03E-08
-0.04,2.36E-05,5.03E-08
-0.03975,2.36E-05,5.03E-08
-0.0395,2.36E-05,5.03E-08
-0.03925,2.36E-05,5.03E-08
-0.039,2.36E-05,5.03E-08
-0.03875,-0.000312449,-6.65E-07
-0.0385,2.36E-05,5.03E-08
-0.03825,2.36E-05,5.03E-08
-0.038,2.36E-05,5.03E-08
-0.03775,2.36E-05,5.03E-08
-0.0375,2.36E-05,5.03E-08
-0.03725,-0.000312449,-6.65E-07
-0.037,2.36E-05,5.03E-08
-0.03675,2.36E-05,5.03E-08
-0.0365,-0.000312449,-6.65E-07
-0.03625,2.36E-05,5.03E-08
-0.036,2.36E-05,5.03E-08
-0.03575,2.36E-05,5.03E-08
-0.0355,2.36E-05,5.03E-08
-0.03525,-0.000312449,-6.65E-07
-0.035,2.36E-05,5.03E-08
-0.03475,2.36E-05,5.03E-08
-0.0345,2.36E-05,5.03E-08
-0.03425,2.36E-05,5.03E-08
-0.034,2.36E-05,5.03E-08
-0.03375,2.36E-05,5.03E-08
-0.0335,2.36E-05,5.03E-08
-0.03325,2.36E-05,5.03E-08
-0.033,2.36E-05,5.03E-08
-0.03275,2.36E-05,5.03E-08
-0.0325,2.36E-05,5.03E-08
-0.03225,2.36E-05,5.03E-08
-0.032,2.36E-05,5.03E-08
-0.03175,2.36E-05,5.03E-08
-0.0315,2.36E-05,5.03E-08
-0.03125,2.36E-05,5.03E-08
-0.031,2.36E-05,5.03E-08
-0.03075,2.36E-05,5.03E-08
-0.0305,2.36E-05,5.03E-08
-0.03025,2.36E-05,5.03E-08
-0.03,2.36E-05,5.03E-08
-0.02975,2.36E-05,5.03E-08
-0.0295,2.36E-05,5.03E-08
-0.02925,2.36E-05,5.03E-08
-0.029,2.36E-05,5.03E-08
-0.02875,2.36E-05,5.03E-08
-0.0285,2.36E-05,5.03E-08
-0.02825,2.36E-05,5.03E-08
-0.028,2.36E-05,5.03E-08
-0.02775,2.36E-05,5.03E-08
-0.0275,2.36E-05,5.03E-08
-0.02725,2.36E-05,5.03E-08
-0.027,2.36E-05,5.03E-08
-0.02675,2.36E-05,5.03E-08
-0.0265,2.36E-05,5.03E-08
-0.02625,2.36E-05,5.03E-08
-0.026,2.36E-05,5.03E-08
-0.02575,2.36E-05,5.03E-08
-0.0255,2.36E-05,5.03E-08
-0.02525,2.36E-05,5.03E-08
-0.025,2.36E-05,5.03E-08
-0.02475,2.36E-05,5.03E-08
-0.0245,2.36E-05,5.03E-08
-0.02425,2.36E-05,5.03E-08
-0.024,2.36E-05,5.03E-08
-0.02375,2.36E-05,5.03E-08
-0.0235,2.36E-05,5.03E-08
-0.02325,2.36E-05,5.03E-08
-0.023,2.36E-05,5.03E-08
-0.02275,2.36E-05,5.03E-08
-0.0225,2.36E-05,5.03E-08
-0.02225,2.36E-05,5.03E-08
-0.022,2.36E-05,5.03E-08
-0.02175,2.36E-05,5.03E-08
-0.0215,2.36E-05,5.03E-08
-0.02125,2.36E-05,5.03E-08
-0.021,2.36E-05,5.03E-08
-0.02075,2.36E-05,5.03E-08
-0.0205,2.36E-05,5.03E-08
-0.02025,2.36E-05,5.03E-08
-0.02,2.36E-05,5.03E-08
-0.01975,2.36E-05,5.03E-08
-0.0195,2.36E-05,5.03E-08
-0.01925,2.36E-05,5.03E-08
-0.019,2.36E-05,5.03E-08
-0.01875,2.36E-05,5.03E-08
-0.0185,2.36E-05,5.03E-08
-0.01825,2.36E-05,5.03E-08
-0.018,2.36E-05,5.03E-08
-0.01775,2.36E-05,5.03E-08
-0.0175,2.36E-05,5.03E-08
-0.01725,2.36E-05,5.03E-08
-0.017,2.36E-05,5.03E-08
-0.01675,2.36E-05,5.03E-08
-0.0165,2.36E-05,5.03E-08
-0.01625,2.36E-05,5.03E-08
-0.016,2.36E-05,5.03E-08
-0.01575,2.36E-05,5.03E-08
-0.0155,2.36E-05,5.03E-08
-0.01525,0.000359735,7.65E-07
-0.015,0.000359735,7.65E-07
-0.01475,2.36E-05,5.03E-08
-0.0145,2.36E-05,5.03E-08
-0.01425,2.36E-05,5.03E-08
-0.014,2.36E-05,5.03E-08
-0.01375,0.000359735,7.65E-07
-0.0135,2.36E-05,5.03E-08
-0.01325,2.36E-05,5.03E-08
-0.013,2.36E-05,5.03E-08
-0.01275,2.36E-05,5.03E-08
-0.0125,0.000359735,7.65E-07
-0.01225,0.000359735,7.65E-07
-0.012,0.000359735,7.65E-07
-0.01175,2.36E-05,5.03E-08
-0.0115,2.36E-05,5.03E-08
-0.01125,0.000359735,7.65E-07
-0.011,0.000359735,7.65E-07
-0.01075,2.36E-05,5.03E-08
-0.0105,2.36E-05,5.03E-08
-0.01025,0.000359735,7.65E-07
-0.01,2.36E-05,5.03E-08
-0.00975,2.36E-05,5.03E-08
-0.0095,2.36E-05,5.03E-08
-0.00925,0.000359735,7.65E-07
-0.009,0.000359735,7.65E-07
-0.00875,0.000359735,7.65E-07
-0.0085,0.000359735,7.65E-07
-0.00825,0.000359735,7.65E-07
-0.008,0.000359735,7.65E-07
-0.00775,0.000359735,7.65E-07
-0.0075,0.000359735,7.65E-07
-0.00725,0.000359735,7.65E-07
-0.007,0.000359735,7.65E-07
-0.00675,0.000359735,7.65E-07
-0.0065,0.000359735,7.65E-07
-0.00625,2.36E-05,5.03E-08
-0.006,2.36E-05,5.03E-08
-0.00575,0.000359735,7.65E-07
-0.0055,0.000359735,7.65E-07
-0.00525,0.000359735,7.65E-07
-0.005,0.000359735,7.65E-07
-0.00475,0.000359735,7.65E-07
-0.0045,0.000359735,7.65E-07
-0.00425,0.000359735,7.65E-07
-0.004,0.000359735,7.65E-07
-0.00375,0.000359735,7.65E-07
-0.0035,0.000359735,7.65E-07
-0.00325,0.000359735,7.65E-07
-0.003,0.000359735,7.65E-07
-0.00275,0.000359735,7.65E-07
-0.0025,0.000359735,7.65E-07
-0.00225,0.000359735,7.65E-07
-0.002,0.000359735,7.65E-07
-0.00175,0.000359735,7.65E-07
-0.0015,0.000359735,7.65E-07
-0.00125,0.000359735,7.65E-07
-0.001,0.000359735,7.65E-07
-0.00075,0.000359735,7.65E-07
-0.0005,0.000359735,7.65E-07
-0.00025,0.000359735,7.65E-07
0,0.000359735,7.65E-07
0.00025,0.000359735,7.65E-07
0.0005,0.000359735,7.65E-07
0.00075,0.000359735,7.65E-07
0.001,0.000359735,7.65E-07
0.00125,0.000359735,7.65E-07
0.0015,0.000359735,7.65E-07
0.00175,0.000359735,7.65E-07
0.002,0.000359735,7.65E-07
0.00225,0.000359735,7.65E-07
0.0025,0.000359735,7.65E-07
0.00275,0.000695827,1.48E-06
0.003,0.000695827,1.48E-06
0.00325,0.000695827,1.48E-06
0.0035,0.000695827,1.48E-06
0.00375,0.000359735,7.65E-07
0.004,0.000695827,1.48E-06
0.00425,0.000695827,1.48E-06
0.0045,0.000695827,1.48E-06
0.00475,0.000695827,1.48E-06
0.005,0.000695827,1.48E-06
0.00525,0.000359735,7.65E-07
0.0055,0.000695827,1.48E-06
0.00575,0.000695827,1.48E-06
0.006,0.000695827,1.48E-06
0.00625,0.000695827,1.48E-06
0.0065,0.000695827,1.48E-06
0.00675,0.000695827,1.48E-06
0.007,0.000695827,1.48E-06
0.00725,0.000695827,1.48E-06
0.0075,0.000695827,1.48E-06
0.00775,0.000695827,1.48E-06
0.008,0.000695827,1.48E-06
0.00825,0.000695827,1.48E-06
0.0085,0.000695827,1.48E-06
0.00875,0.000695827,1.48E-06
0.009,0.000695827,1.48E-06
0.00925,0.00103192,2.20E-06
0.0095,0.00103192,2.20E-06
0.00975,0.00103192,2.20E-06
0.01,0.00103192,2.20E-06
0.01025,0.00103192,2.20E-06
0.0105,0.00103192,2.20E-06
0.01075,0.00103192,2.20E-06
0.011,0.00103192,2.20E-06
0.01125,0.00103192,2.20E-06
0.0115,0.00103192,2.20E-06
0.01175,0.00103192,2.20E-06
0.012,0.00103192,2.20E-06
0.01225,0.00103192,2.20E-06
0.0125,0.00103192,2.20E-06
0.01275,0.00103192,2.20E-06
0.013,0.00136801,2.91E-06
0.01325,0.00136801,2.91E-06
0.0135,0.00136801,2.91E-06
0.01375,0.00136801,2.91E-06
0.014,0.00136801,2.91E-06
0.01425,0.00136801,2.91E-06
0.0145,0.00136801,2.91E-06
0.01475,0.00136801,2.91E-06
0.015,0.00136801,2.91E-06
0.01525,0.00136801,2.91E-06
0.0155,0.00136801,2.91E-06
0.01575,0.00136801,2.91E-06
0.016,0.00136801,2.91E-06
0.01625,0.00136801,2.91E-06
0.0165,0.0017041,3.63E-06
0.01675,0.0017041,3.63E-06
0.017,0.0017041,3.63E-06
0.01725,0.0017041,3.63E-06
0.0175,0.0017041,3.63E-06
0.01775,0.0017041,3.63E-06
0.018,0.0017041,3.63E-06
0.01825,0.0017041,3.63E-06
0.0185,0.0020402,4.34E-06
0.01875,0.0020402,4.34E-06
0.019,0.0020402,4.34E-06
0.01925,0.0020402,4.34E-06
0.0195,0.00237629,5.06E-06
0.01975,0.00237629,5.06E-06
0.02,0.00237629,5.06E-06
0.02025,0.00237629,5.06E-06
0.0205,0.00237629,5.06E-06
0.02075,0.00271238,5.77E-06
0.021,0.00271238,5.77E-06
0.02125,0.00271238,5.77E-06
0.0215,0.00271238,5.77E-06
0.02175,0.00304847,6.49E-06
0.022,0.00304847,6.49E-06
0.02225,0.00338456,7.20E-06
0.0225,0.00338456,7.20E-06
0.02275,0.00372066,7.92E-06
0.023,0.00405675,8.63E-06
0.02325,0.00472893,1.01E-05
0.0235,0.00540112,1.15E-05
0.02375,0.10354,0.000220298
0.024,1.29398,0.00275314
0.02425,1.28994,0.00274456
0.0245,1.28591,0.00273598
0.02475,1.28188,0.0027274
0.025,1.27785,0.00271882
0.02525,1.27415,0.00271095
0.0255,1.27045,0.00270309
0.02575,1.26675,0.00269522
0.026,1.26272,0.00268664
0.02625,1.25902,0.00267877
0.0265,1.25533,0.00267091
0.02675,1.25163,0.00266304
0.027,1.24827,0.00265589
0.02725,1.24457,0.00264803
0.0275,1.24088,0.00264016
0.02775,1.23718,0.00263229
0.028,1.23348,0.00262443
0.02825,1.22978,0.00261656
0.0285,1.22609,0.0026087
0.02875,1.22273,0.00260155
0.029,1.21903,0.00259368
0.02925,1.21567,0.00258653
0.0295,1.21197,0.00257866
0.02975,1.20827,0.0025708
0.03,1.20491,0.00256365
0.03025,1.20155,0.00255649
0.0305,1.19786,0.00254863
0.03075,1.19449,0.00254148
0.031,1.1908,0.00253361
0.03125,1.18744,0.00252646
0.0315,1.18408,0.00251931
0.03175,1.18038,0.00251144
0.032,1.17702,0.00250429
0.03225,1.17366,0.00249714
0.0325,1.1703,0.00248999
0.03275,1.1666,0.00248213
0.033,1.16357,0.00247569
0.03325,1.16021,0.00246854
0.0335,1.15652,0.00246067
0.03375,1.15316,0.00245352
0.034,1.14979,0.00244637
0.03425,1.14643,0.00243922
0.0345,1.14307,0.00243207
0.03475,1.13971,0.00242492
0.035,1.13635,0.00241777
0.03525,1.13333,0.00241133
0.0355,1.12963,0.00240347
0.03575,1.12627,0.00239631
0.036,1.12291,0.00238916
0.03625,1.11955,0.00238201
0.0365,1.11652,0.00237558
0.03675,1.11316,0.00236843
0.037,1.1098,0.00236128
0.03725,1.10644,0.00235412
0.0375,1.10341,0.00234769
0.03775,1.10005,0.00234054
0.038,1.09669,0.00233339
0.03825,1.09367,0.00232695
0.0385,1.09031,0.0023198
0.03875,1.08728,0.00231336
0.039,1.08392,0.00230621
0.03925,1.08056,0.00229906
0.0395,1.07753,0.00229263
0.03975,1.07417,0.00228548
0.04,1.07115,0.00227904
0.04025,1.06779,0.00227189
0.0405,1.06476,0.00226545
0.04075,1.0614,0.0022583
0.041,1.05838,0.00225187
0.04125,1.05535,0.00224543
0.0415,1.05199,0.00223828
0.04175,1.04897,0.00223184
0.042,1.04594,0.00222541
0.04225,1.04258,0.00221826
0.0425,1.03956,0.00221182
0.04275,1.03653,0.00220539
0.043,1.03317,0.00219823
0.04325,1.03015,0.0021918
0.0435,1.02712,0.00218536
0.04375,1.02376,0.00217821
0.044,1.02073,0.00217178
0.04425,1.01771,0.00216534
0.0445,1.01469,0.0021589
0.04475,1.012,0.00215318
0.045,1.00864,0.00214603
0.04525,1.00561,0.0021396
0.0455,1.00259,0.00213316
0.04575,0.999561,0.00212673
0.046,0.9962,0.00211958
0.04625,0.993175,0.00211314
0.0465,0.990487,0.00210742
0.04675,0.987126,0.00210027
0.047,0.984101,0.00209383
0.04725,0.981076,0.0020874
0.0475,0.978051,0.00208096
0.04775,0.975026,0.00207452
0.048,0.972338,0.0020688
0.04825,0.969313,0.00206237
0.0485,0.966624,0.00205665
0.04875,0.963263,0.0020495
0.049,0.960575,0.00204378
0.04925,0.95755,0.00203734
0.0495,0.954189,0.00203019
0.04975,0.9515,0.00202447
0.05,0.948475,0.00201803
0.05025,0.945786,0.00201231
0.0505,0.942762,0.00200588
0.05075,0.939737,0.00199944
0.051,0.936712,0.001993
0.05125,0.933687,0.00198657
0.0515,0.930998,0.00198085
0.05175,0.92831,0.00197513
0.052,0.925285,0.00196869
0.05225,0.92226,0.00196226
0.0525,0.919235,0.00195582
0.05275,0.91621,0.00194938
0.053,0.913522,0.00194366
0.05325,0.910497,0.00193723
0.0535,0.907808,0.00193151
0.05375,0.905119,0.00192579
0.054,0.902095,0.00191935
0.05425,0.89907,0.00191291
0.0545,0.896045,0.00190648
0.05475,0.893356,0.00190076
0.055,0.890667,0.00189504
0.05525,0.887643,0.0018886
0.0555,0.884954,0.00188288
0.05575,0.881929,0.00187644
0.056,0.87924,0.00187072
0.05625,0.876215,0.00186429
0.0565,0.873527,0.00185857
0.05675,0.870502,0.00185213
0.057,0.867813,0.00184641
0.05725,0.864788,0.00183998
0.0575,0.8621,0.00183425
0.05775,0.859411,0.00182853
0.058,0.856386,0.0018221
0.05825,0.853697,0.00181638
0.0585,0.851009,0.00181066
0.05875,0.84832,0.00180494
0.059,0.845295,0.0017985
0.05925,0.842942,0.00179349
0.0595,0.839918,0.00178706
0.05975,0.837229,0.00178134
0.06,0.834204,0.0017749
0.06025,0.831515,0.00176918
0.0605,0.828826,0.00176346
0.06075,0.826138,0.00175774
0.061,0.823449,0.00175202
0.06125,0.82076,0.0017463
0.0615,0.818072,0.00174058
0.06175,0.815047,0.00173414
0.062,0.812358,0.00172842
0.06225,0.809669,0.0017227
0.0625,0.80698,0.00171698
0.06275,0.804292,0.00171126
0.063,0.801603,0.00170554
0.06325,0.79925,0.00170053
0.0635,0.796226,0.0016941
0.06375,0.793537,0.00168838
0.064,0.790848,0.00168266
0.06425,0.787823,0.00167622
0.0645,0.785471,0.00167121
0.06475,0.782446,0.00166478
0.065,0.780093,0.00165977
0.06525,0.777404,0.00165405
0.0655,0.774716,0.00164833
0.06575,0.771691,0.0016419
0.066,0.769002,0.00163617
0.06625,0.766649,0.00163117
0.0665,0.763625,0.00162473
0.06675,0.761272,0.00161973
0.067,0.758583,0.00161401
0.06725,0.755895,0.00160829
0.0675,0.753206,0.00160257
0.06775,0.750517,0.00159684
0.068,0.747828,0.00159112
0.06825,0.745476,0.00158612
0.0685,0.742451,0.00157968
0.06875,0.739762,0.00157396
0.069,0.737409,0.00156896
0.06925,0.734721,0.00156324
0.0695,0.732032,0.00155751
0.06975,0.729343,0.00155179
0.07,0.726655,0.00154607
0.07025,0.723966,0.00154035
0.0705,0.721613,0.00153535
0.07075,0.718924,0.00152963
0.071,0.716572,0.00152462
0.07125,0.713883,0.0015189
0.0715,0.711194,0.00151318
0.07175,0.708506,0.00150746
0.072,0.705817,0.00150174
0.07225,0.703128,0.00149602
0.0725,0.700439,0.0014903
0.07275,0.697751,0.00148458
0.073,0.695398,0.00147957
0.07325,0.692709,0.00147385
0.0735,0.69002,0.00146813
0.07375,0.687332,0.00146241
0.074,0.684643,0.00145669
0.07425,0.68229,0.00145168
0.0745,0.679602,0.00144596
0.07475,0.676913,0.00144024
0.075,0.67456,0.00143523
0.07525,0.671872,0.00142951
0.0755,0.669183,0.00142379
0.07575,0.66683,0.00141879
0.076,0.664141,0.00141307
0.07625,0.661453,0.00140735
0.0765,0.658764,0.00140163
0.07675,0.656075,0.0013959
0.077,0.653386,0.00139018
0.07725,0.651034,0.00138518
0.0775,0.648345,0.00137946
0.07775,0.645992,0.00137445
0.078,0.643304,0.00136873
0.07825,0.640615,0.00136301
0.0785,0.637926,0.00135729
0.07875,0.635237,0.00135157
0.079,0.632885,0.00134656
0.07925,0.630196,0.00134084
0.0795,0.627507,0.00133512
0.07975,0.624819,0.0013294
0.08,0.622466,0.0013244
0.08025,0.619777,0.00131868
0.0805,0.617089,0.00131295
0.08075,0.6144,0.00130723
0.081,0.611711,0.00130151
0.08125,0.609022,0.00129579
0.0815,0.60667,0.00129079
0.08175,0.603981,0.00128507
0.082,0.601292,0.00127935
0.08225,0.598603,0.00127362
0.0825,0.595915,0.0012679
0.08275,0.593226,0.00126218
0.083,0.590537,0.00125646
0.08325,0.588185,0.00125146
0.0835,0.585496,0.00124574
0.08375,0.582471,0.0012393
0.084,0.580118,0.00123429
0.08425,0.57743,0.00122857
0.0845,0.574741,0.00122285
0.08475,0.571716,0.00121642
0.085,0.569027,0.0012107
0.08525,0.566339,0.00120498
0.0855,0.56365,0.00119926
0.08575,0.560961,0.00119353
0.086,0.558272,0.00118781
0.08625,0.555248,0.00118138
0.0865,0.552559,0.00117566
0.08675,0.54987,0.00116994
0.087,0.546845,0.0011635
0.08725,0.544493,0.0011585
0.0875,0.541468,0.00115206
0.08775,0.538779,0.00114634
0.088,0.535754,0.0011399
0.08825,0.532729,0.00113347
0.0885,0.530041,0.00112775
0.08875,0.527016,0.00112131
0.089,0.524327,0.00111559
0.08925,0.521302,0.00110915
0.0895,0.518277,0.00110272
0.08975,0.515253,0.00109628
0.09,0.512228,0.00108985
0.09025,0.509203,0.00108341
0.0905,0.506178,0.00107697
0.09075,0.503153,0.00107054
0.091,0.500129,0.0010641
0.09125,0.497104,0.00105767
0.0915,0.493743,0.00105052
0.09175,0.490382,0.00104337
0.092,0.487021,0.00103621
0.09225,0.48366,0.00102906
0.0925,0.480635,0.00102263
0.09275,0.477274,0.00101548
0.093,0.473577,0.00100761
0.09325,0.46988,0.000999745
0.0935,0.466183,0.000991879
0.09375,0.462822,0.000984728
0.094,0.459125,0.000976862
0.09425,0.455092,0.000968281
0.0945,0.451059,0.0009597
0.09475,0.44669,0.000950404
0.095,0.442321,0.000941108
0.09525,0.437615,0.000931097
0.0955,0.432574,0.00092037
0.09575,0.427197,0.000908929
0.096,0.421147,0.000896057
0.09625,0.414425,0.000881755
0.0965,0.406359,0.000864593
0.09675,0.395268,0.000840995
0.097,0.363339,0.000773062
0.09725,0.0228779,4.87E-05
0.0975,-0.000312449,-6.65E-07
0.09775,-0.000312449,-6.65E-07
0.098,-0.000312449,-6.65E-07
0.09825,-0.000312449,-6.65E-07
0.0985,-0.000312449,-6.65E-07
0.09875,-0.000312449,-6.65E-07
0.099,-0.000312449,-6.65E-07
