#Digilent WaveForms Oscilloscope Acquisition,,
#Device Name: Discovery2,,
#Serial Number: SN:210321AA22EE,,
#Date Time: 2019-03-18 13:31:11.950,,
#Sample rate: 4000Hz,,
#Samples: 8192,,
#Trigger: Source: voltage of transistor Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s,,
#voltage of small resistor (470): Range: 500 mV/div Offset: 0 V,,
#current of small resistor: Function: C1 / 470,,
,,
Time (s),voltage of small resistor (470) (V),current of small resistor (mA)
0.09925,-0.000312449,-6.65E-07
0.0995,-0.000312449,-6.65E-07
0.09975,-0.000312449,-6.65E-07
0.1,-0.000312449,-6.65E-07
0.10025,-0.000312449,-6.65E-07
0.1005,-0.000312449,-6.65E-07
0.10075,-0.000312449,-6.65E-07
0.101,-0.000312449,-6.65E-07
0.10125,-0.000312449,-6.65E-07
0.1015,-0.000312449,-6.65E-07
0.10175,-0.000312449,-6.65E-07
0.102,-0.000312449,-6.65E-07
0.10225,-0.000312449,-6.65E-07
0.1025,-0.000312449,-6.65E-07
0.10275,-0.000312449,-6.65E-07
0.103,-0.000312449,-6.65E-07
0.10325,-0.000312449,-6.65E-07
0.1035,-0.000312449,-6.65E-07
0.10375,-0.000312449,-6.65E-07
0.104,-0.000312449,-6.65E-07
0.10425,-0.000312449,-6.65E-07
0.1045,-0.000312449,-6.65E-07
0.10475,-0.000312449,-6.65E-07
0.105,-0.000312449,-6.65E-07
0.10525,-0.000312449,-6.65E-07
0.1055,-0.000312449,-6.65E-07
0.10575,-0.000312449,-6.65E-07
0.106,-0.000312449,-6.65E-07
0.10625,-0.000312449,-6.65E-07
0.1065,-0.000312449,-6.65E-07
0.10675,-0.000312449,-6.65E-07
0.107,-0.000312449,-6.65E-07
0.10725,-0.000312449,-6.65E-07
0.1075,-0.000312449,-6.65E-07
0.10775,-0.000312449,-6.65E-07
0.108,-0.000312449,-6.65E-07
0.10825,-0.000312449,-6.65E-07
0.1085,-0.000312449,-6.65E-07
0.10875,-0.000312449,-6.65E-07
0.109,-0.000312449,-6.65E-07
0.10925,-0.000312449,-6.65E-07
0.1095,-0.000312449,-6.65E-07
0.10975,-0.000312449,-6.65E-07
0.11,-0.000312449,-6.65E-07
0.11025,-0.000312449,-6.65E-07
0.1105,-0.000312449,-6.65E-07
0.11075,-0.000312449,-6.65E-07
0.111,-0.000312449,-6.65E-07
0.11125,-0.000312449,-6.65E-07
0.1115,-0.000312449,-6.65E-07
0.11175,-0.000312449,-6.65E-07
0.112,-0.000312449,-6.65E-07
0.11225,-0.000312449,-6.65E-07
0.1125,-0.000312449,-6.65E-07
0.11275,-0.000312449,-6.65E-07
0.113,-0.000312449,-6.65E-07
0.11325,-0.000312449,-6.65E-07
0.1135,-0.000312449,-6.65E-07
0.11375,-0.000312449,-6.65E-07
0.114,-0.000312449,-6.65E-07
0.11425,-0.000312449,-6.65E-07
0.1145,-0.000312449,-6.65E-07
0.11475,-0.000312449,-6.65E-07
0.115,-0.000312449,-6.65E-07
0.11525,-0.000312449,-6.65E-07
0.1155,-0.000312449,-6.65E-07
0.11575,-0.000312449,-6.65E-07
0.116,-0.000312449,-6.65E-07
0.11625,-0.000312449,-6.65E-07
0.1165,-0.000312449,-6.65E-07
0.11675,-0.000312449,-6.65E-07
0.117,-0.000312449,-6.65E-07
0.11725,-0.000312449,-6.65E-07
0.1175,-0.000312449,-6.65E-07
0.11775,-0.000312449,-6.65E-07
0.118,2.36E-05,5.03E-08
0.11825,-0.000312449,-6.65E-07
0.1185,-0.000312449,-6.65E-07
0.11875,-0.000312449,-6.65E-07
0.119,-0.000312449,-6.65E-07
0.11925,-0.000312449,-6.65E-07
0.1195,-0.000312449,-6.65E-07
0.11975,-0.000312449,-6.65E-07
0.12,-0.000312449,-6.65E-07
0.12025,-0.000312449,-6.65E-07
0.1205,-0.000312449,-6.65E-07
0.12075,-0.000312449,-6.65E-07
0.121,-0.000312449,-6.65E-07
0.12125,-0.000312449,-6.65E-07
0.1215,-0.000312449,-6.65E-07
0.12175,-0.000312449,-6.65E-07
0.122,-0.000312449,-6.65E-07
0.12225,-0.000312449,-6.65E-07
0.1225,2.36E-05,5.03E-08
0.12275,-0.000312449,-6.65E-07
0.123,-0.000312449,-6.65E-07
0.12325,-0.000312449,-6.65E-07
0.1235,-0.000312449,-6.65E-07
0.12375,-0.000312449,-6.65E-07
0.124,-0.000312449,-6.65E-07
0.12425,-0.000312449,-6.65E-07
0.1245,-0.000312449,-6.65E-07
0.12475,-0.000312449,-6.65E-07
0.125,-0.000312449,-6.65E-07
0.12525,-0.000312449,-6.65E-07
0.1255,-0.000312449,-6.65E-07
0.12575,-0.000312449,-6.65E-07
0.126,-0.000312449,-6.65E-07
0.12625,-0.000312449,-6.65E-07
0.1265,-0.000312449,-6.65E-07
0.12675,-0.000312449,-6.65E-07
0.127,-0.000312449,-6.65E-07
0.12725,-0.000312449,-6.65E-07
0.1275,-0.000312449,-6.65E-07
0.12775,-0.000312449,-6.65E-07
0.128,-0.000312449,-6.65E-07
0.12825,-0.000312449,-6.65E-07
0.1285,-0.000312449,-6.65E-07
0.12875,-0.000312449,-6.65E-07
0.129,-0.000312449,-6.65E-07
0.12925,-0.000312449,-6.65E-07
0.1295,-0.000312449,-6.65E-07
0.12975,-0.000312449,-6.65E-07
0.13,-0.000312449,-6.65E-07
0.13025,-0.000312449,-6.65E-07
0.1305,-0.000312449,-6.65E-07
0.13075,-0.000312449,-6.65E-07
0.131,-0.000312449,-6.65E-07
0.13125,-0.000312449,-6.65E-07
0.1315,-0.000312449,-6.65E-07
0.13175,-0.000312449,-6.65E-07
0.132,-0.000312449,-6.65E-07
0.13225,-0.000312449,-6.65E-07
0.1325,-0.000312449,-6.65E-07
0.13275,-0.000312449,-6.65E-07
0.133,-0.000312449,-6.65E-07
0.13325,-0.000312449,-6.65E-07
0.1335,-0.000312449,-6.65E-07
0.13375,-0.000312449,-6.65E-07
0.134,-0.000312449,-6.65E-07
0.13425,-0.000312449,-6.65E-07
0.1345,-0.000312449,-6.65E-07
0.13475,-0.000312449,-6.65E-07
0.135,-0.000312449,-6.65E-07
0.13525,-0.000312449,-6.65E-07
0.1355,-0.000312449,-6.65E-07
0.13575,-0.000312449,-6.65E-07
0.136,-0.000312449,-6.65E-07
0.13625,-0.000312449,-6.65E-07
0.1365,-0.000312449,-6.65E-07
0.13675,-0.000312449,-6.65E-07
0.137,-0.000312449,-6.65E-07
0.13725,-0.000312449,-6.65E-07
0.1375,-0.000312449,-6.65E-07
0.13775,2.36E-05,5.03E-08
0.138,-0.000312449,-6.65E-07
0.13825,-0.000312449,-6.65E-07
0.1385,-0.000312449,-6.65E-07
0.13875,-0.000312449,-6.65E-07
0.139,-0.000312449,-6.65E-07
0.13925,-0.000312449,-6.65E-07
0.1395,-0.000312449,-6.65E-07
0.13975,-0.000312449,-6.65E-07
0.14,-0.000312449,-6.65E-07
0.14025,-0.000312449,-6.65E-07
0.1405,-0.000312449,-6.65E-07
0.14075,-0.000312449,-6.65E-07
0.141,-0.000312449,-6.65E-07
0.14125,-0.000312449,-6.65E-07
0.1415,-0.000312449,-6.65E-07
0.14175,-0.000312449,-6.65E-07
0.142,-0.000312449,-6.65E-07
0.14225,-0.000312449,-6.65E-07
0.1425,-0.000312449,-6.65E-07
0.14275,-0.000312449,-6.65E-07
0.143,-0.000312449,-6.65E-07
0.14325,-0.000312449,-6.65E-07
0.1435,-0.000312449,-6.65E-07
0.14375,-0.000312449,-6.65E-07
0.144,-0.000312449,-6.65E-07
0.14425,-0.000312449,-6.65E-07
0.1445,-0.000312449,-6.65E-07
0.14475,-0.000312449,-6.65E-07
0.145,-0.000312449,-6.65E-07
0.14525,-0.000312449,-6.65E-07
0.1455,-0.000312449,-6.65E-07
0.14575,-0.000312449,-6.65E-07
0.146,-0.000312449,-6.65E-07
0.14625,-0.000312449,-6.65E-07
0.1465,-0.000312449,-6.65E-07
0.14675,-0.000312449,-6.65E-07
0.147,-0.000312449,-6.65E-07
0.14725,-0.000312449,-6.65E-07
0.1475,-0.000312449,-6.65E-07
0.14775,-0.000312449,-6.65E-07
0.148,-0.000312449,-6.65E-07
0.14825,-0.000312449,-6.65E-07
0.1485,-0.000312449,-6.65E-07
0.14875,-0.000312449,-6.65E-07
0.149,-0.000312449,-6.65E-07
0.14925,-0.000312449,-6.65E-07
0.1495,-0.000312449,-6.65E-07
0.14975,-0.000312449,-6.65E-07
0.15,-0.000312449,-6.65E-07
0.15025,-0.000312449,-6.65E-07
0.1505,-0.000312449,-6.65E-07
0.15075,-0.000312449,-6.65E-07
0.151,-0.000312449,-6.65E-07
0.15125,-0.000312449,-6.65E-07
0.1515,-0.000312449,-6.65E-07
0.15175,-0.000312449,-6.65E-07
0.152,-0.000312449,-6.65E-07
0.15225,-0.000312449,-6.65E-07
0.1525,-0.000312449,-6.65E-07
0.15275,-0.000312449,-6.65E-07
0.153,-0.000312449,-6.65E-07
0.15325,-0.000312449,-6.65E-07
0.1535,-0.000312449,-6.65E-07
0.15375,-0.000312449,-6.65E-07
0.154,-0.000312449,-6.65E-07
0.15425,-0.000312449,-6.65E-07
0.1545,-0.000312449,-6.65E-07
0.15475,-0.000312449,-6.65E-07
0.155,-0.000312449,-6.65E-07
0.15525,2.36E-05,5.03E-08
0.1555,-0.000312449,-6.65E-07
0.15575,-0.000312449,-6.65E-07
0.156,-0.000312449,-6.65E-07
0.15625,-0.000312449,-6.65E-07
0.1565,-0.000312449,-6.65E-07
0.15675,-0.000312449,-6.65E-07
0.157,-0.000312449,-6.65E-07
0.15725,-0.000312449,-6.65E-07
0.1575,2.36E-05,5.03E-08
0.15775,-0.000312449,-6.65E-07
0.158,2.36E-05,5.03E-08
0.15825,-0.000312449,-6.65E-07
0.1585,-0.000312449,-6.65E-07
0.15875,-0.000312449,-6.65E-07
0.159,-0.000312449,-6.65E-07
0.15925,-0.000312449,-6.65E-07
0.1595,-0.000312449,-6.65E-07
0.15975,-0.000312449,-6.65E-07
0.16,-0.000312449,-6.65E-07
0.16025,-0.000312449,-6.65E-07
0.1605,-0.000312449,-6.65E-07
0.16075,-0.000312449,-6.65E-07
0.161,-0.000312449,-6.65E-07
0.16125,-0.000312449,-6.65E-07
0.1615,-0.000312449,-6.65E-07
0.16175,-0.000312449,-6.65E-07
0.162,2.36E-05,5.03E-08
0.16225,-0.000312449,-6.65E-07
0.1625,-0.000312449,-6.65E-07
0.16275,2.36E-05,5.03E-08
0.163,-0.000312449,-6.65E-07
0.16325,-0.000312449,-6.65E-07
0.1635,-0.000312449,-6.65E-07
0.16375,-0.000312449,-6.65E-07
0.164,-0.000312449,-6.65E-07
0.16425,-0.000312449,-6.65E-07
0.1645,-0.000312449,-6.65E-07
0.16475,-0.000312449,-6.65E-07
0.165,-0.000312449,-6.65E-07
0.16525,-0.000312449,-6.65E-07
0.1655,-0.000312449,-6.65E-07
0.16575,2.36E-05,5.03E-08
0.166,-0.000312449,-6.65E-07
0.16625,-0.000312449,-6.65E-07
0.1665,-0.000312449,-6.65E-07
0.16675,-0.000312449,-6.65E-07
0.167,-0.000312449,-6.65E-07
0.16725,-0.000312449,-6.65E-07
0.1675,-0.000312449,-6.65E-07
0.16775,-0.000312449,-6.65E-07
0.168,-0.000312449,-6.65E-07
0.16825,-0.000312449,-6.65E-07
0.1685,-0.000312449,-6.65E-07
0.16875,-0.000312449,-6.65E-07
0.169,-0.000312449,-6.65E-07
0.16925,-0.000312449,-6.65E-07
0.1695,-0.000312449,-6.65E-07
0.16975,-0.000312449,-6.65E-07
0.17,-0.000312449,-6.65E-07
0.17025,-0.000312449,-6.65E-07
0.1705,-0.000312449,-6.65E-07
0.17075,-0.000312449,-6.65E-07
0.171,-0.000312449,-6.65E-07
0.17125,-0.000312449,-6.65E-07
0.1715,-0.000312449,-6.65E-07
0.17175,-0.000312449,-6.65E-07
0.172,-0.000312449,-6.65E-07
0.17225,-0.000312449,-6.65E-07
0.1725,-0.000312449,-6.65E-07
0.17275,-0.000312449,-6.65E-07
0.173,-0.000312449,-6.65E-07
0.17325,-0.000312449,-6.65E-07
0.1735,-0.000312449,-6.65E-07
0.17375,-0.000312449,-6.65E-07
0.174,-0.000312449,-6.65E-07
0.17425,-0.000312449,-6.65E-07
0.1745,-0.000312449,-6.65E-07
0.17475,-0.000312449,-6.65E-07
0.175,-0.000312449,-6.65E-07
0.17525,-0.000312449,-6.65E-07
0.1755,-0.000312449,-6.65E-07
0.17575,-0.000312449,-6.65E-07
0.176,-0.000312449,-6.65E-07
0.17625,-0.000312449,-6.65E-07
0.1765,-0.000312449,-6.65E-07
0.17675,-0.000312449,-6.65E-07
0.177,-0.000312449,-6.65E-07
0.17725,-0.000312449,-6.65E-07
0.1775,-0.000312449,-6.65E-07
0.17775,-0.000312449,-6.65E-07
0.178,-0.000312449,-6.65E-07
0.17825,-0.000312449,-6.65E-07
0.1785,-0.000312449,-6.65E-07
0.17875,-0.000312449,-6.65E-07
0.179,-0.000312449,-6.65E-07
0.17925,-0.000312449,-6.65E-07
0.1795,-0.000312449,-6.65E-07
0.17975,-0.000312449,-6.65E-07
0.18,-0.000312449,-6.65E-07
0.18025,-0.000312449,-6.65E-07
0.1805,-0.000312449,-6.65E-07
0.18075,-0.000312449,-6.65E-07
0.181,-0.000312449,-6.65E-07
0.18125,-0.000312449,-6.65E-07
0.1815,-0.000312449,-6.65E-07
0.18175,-0.000312449,-6.65E-07
0.182,-0.000312449,-6.65E-07
0.18225,-0.000312449,-6.65E-07
0.1825,-0.000312449,-6.65E-07
0.18275,-0.000312449,-6.65E-07
0.183,-0.000312449,-6.65E-07
0.18325,-0.000312449,-6.65E-07
0.1835,-0.000312449,-6.65E-07
0.18375,-0.000312449,-6.65E-07
0.184,-0.000312449,-6.65E-07
0.18425,-0.000312449,-6.65E-07
0.1845,-0.000312449,-6.65E-07
0.18475,-0.000312449,-6.65E-07
0.185,-0.000312449,-6.65E-07
0.18525,-0.000312449,-6.65E-07
0.1855,-0.000312449,-6.65E-07
0.18575,-0.000312449,-6.65E-07
0.186,-0.000312449,-6.65E-07
0.18625,-0.000312449,-6.65E-07
0.1865,-0.000312449,-6.65E-07
0.18675,-0.000312449,-6.65E-07
0.187,-0.000312449,-6.65E-07
0.18725,-0.000312449,-6.65E-07
0.1875,-0.000312449,-6.65E-07
0.18775,-0.000312449,-6.65E-07
0.188,-0.000312449,-6.65E-07
0.18825,-0.000312449,-6.65E-07
0.1885,-0.000312449,-6.65E-07
0.18875,-0.000312449,-6.65E-07
0.189,-0.000312449,-6.65E-07
0.18925,-0.000312449,-6.65E-07
0.1895,-0.000312449,-6.65E-07
0.18975,2.36E-05,5.03E-08
0.19,-0.000312449,-6.65E-07
0.19025,-0.000312449,-6.65E-07
0.1905,-0.000312449,-6.65E-07
0.19075,-0.000312449,-6.65E-07
0.191,-0.000312449,-6.65E-07
0.19125,-0.000312449,-6.65E-07
0.1915,-0.000312449,-6.65E-07
0.19175,-0.000312449,-6.65E-07
0.192,-0.000312449,-6.65E-07
0.19225,-0.000312449,-6.65E-07
0.1925,-0.000312449,-6.65E-07
0.19275,-0.000312449,-6.65E-07
0.193,-0.000312449,-6.65E-07
0.19325,2.36E-05,5.03E-08
0.1935,2.36E-05,5.03E-08
0.19375,2.36E-05,5.03E-08
0.194,-0.000312449,-6.65E-07
0.19425,2.36E-05,5.03E-08
0.1945,-0.000312449,-6.65E-07
0.19475,-0.000312449,-6.65E-07
0.195,2.36E-05,5.03E-08
0.19525,2.36E-05,5.03E-08
0.1955,-0.000312449,-6.65E-07
0.19575,-0.000312449,-6.65E-07
0.196,-0.000312449,-6.65E-07
0.19625,-0.000312449,-6.65E-07
0.1965,-0.000312449,-6.65E-07
0.19675,-0.000312449,-6.65E-07
0.197,-0.000312449,-6.65E-07
0.19725,-0.000312449,-6.65E-07
0.1975,-0.000312449,-6.65E-07
0.19775,-0.000312449,-6.65E-07
0.198,2.36E-05,5.03E-08
0.19825,-0.000312449,-6.65E-07
0.1985,-0.000312449,-6.65E-07
0.19875,2.36E-05,5.03E-08
0.199,-0.000312449,-6.65E-07
0.19925,2.36E-05,5.03E-08
0.1995,-0.000312449,-6.65E-07
0.19975,-0.000312449,-6.65E-07
0.2,-0.000312449,-6.65E-07
0.20025,-0.000312449,-6.65E-07
0.2005,-0.000312449,-6.65E-07
0.20075,-0.000312449,-6.65E-07
0.201,-0.000312449,-6.65E-07
0.20125,-0.000312449,-6.65E-07
0.2015,-0.000312449,-6.65E-07
0.20175,-0.000312449,-6.65E-07
0.202,-0.000312449,-6.65E-07
0.20225,-0.000312449,-6.65E-07
0.2025,-0.000312449,-6.65E-07
0.20275,-0.000312449,-6.65E-07
0.203,-0.000312449,-6.65E-07
0.20325,-0.000312449,-6.65E-07
0.2035,-0.000312449,-6.65E-07
0.20375,-0.000312449,-6.65E-07
0.204,-0.000312449,-6.65E-07
0.20425,-0.000312449,-6.65E-07
0.2045,-0.000312449,-6.65E-07
0.20475,-0.000312449,-6.65E-07
0.205,-0.000312449,-6.65E-07
0.20525,-0.000312449,-6.65E-07
0.2055,-0.000312449,-6.65E-07
0.20575,-0.000312449,-6.65E-07
0.206,-0.000312449,-6.65E-07
0.20625,-0.000312449,-6.65E-07
0.2065,-0.000312449,-6.65E-07
0.20675,-0.000312449,-6.65E-07
0.207,-0.000312449,-6.65E-07
0.20725,-0.000312449,-6.65E-07
0.2075,-0.000312449,-6.65E-07
0.20775,-0.000312449,-6.65E-07
0.208,-0.000312449,-6.65E-07
0.20825,-0.000312449,-6.65E-07
0.2085,-0.000312449,-6.65E-07
0.20875,2.36E-05,5.03E-08
0.209,-0.000312449,-6.65E-07
0.20925,-0.000312449,-6.65E-07
0.2095,-0.000312449,-6.65E-07
0.20975,-0.000312449,-6.65E-07
0.21,-0.000312449,-6.65E-07
0.21025,-0.000312449,-6.65E-07
0.2105,-0.000312449,-6.65E-07
0.21075,-0.000312449,-6.65E-07
0.211,-0.000312449,-6.65E-07
0.21125,-0.000312449,-6.65E-07
0.2115,-0.000312449,-6.65E-07
0.21175,-0.000312449,-6.65E-07
0.212,-0.000312449,-6.65E-07
0.21225,-0.000312449,-6.65E-07
0.2125,-0.000312449,-6.65E-07
0.21275,-0.000312449,-6.65E-07
0.213,-0.000312449,-6.65E-07
0.21325,-0.000312449,-6.65E-07
0.2135,-0.000312449,-6.65E-07
0.21375,-0.000312449,-6.65E-07
0.214,-0.000312449,-6.65E-07
0.21425,-0.000312449,-6.65E-07
0.2145,-0.000312449,-6.65E-07
0.21475,2.36E-05,5.03E-08
0.215,-0.000312449,-6.65E-07
0.21525,-0.000312449,-6.65E-07
0.2155,-0.000312449,-6.65E-07
0.21575,-0.000312449,-6.65E-07
0.216,-0.000312449,-6.65E-07
0.21625,-0.000312449,-6.65E-07
0.2165,-0.000312449,-6.65E-07
0.21675,-0.000312449,-6.65E-07
0.217,-0.000312449,-6.65E-07
0.21725,-0.000312449,-6.65E-07
0.2175,-0.000312449,-6.65E-07
0.21775,-0.000312449,-6.65E-07
0.218,-0.000312449,-6.65E-07
0.21825,-0.000312449,-6.65E-07
0.2185,-0.000312449,-6.65E-07
0.21875,-0.000312449,-6.65E-07
0.219,-0.000312449,-6.65E-07
0.21925,-0.000312449,-6.65E-07
0.2195,-0.000312449,-6.65E-07
0.21975,-0.000312449,-6.65E-07
0.22,-0.000312449,-6.65E-07
0.22025,-0.000312449,-6.65E-07
0.2205,-0.000312449,-6.65E-07
0.22075,-0.000312449,-6.65E-07
0.221,-0.000312449,-6.65E-07
0.22125,-0.000312449,-6.65E-07
0.2215,-0.000312449,-6.65E-07
0.22175,-0.000312449,-6.65E-07
0.222,-0.000312449,-6.65E-07
0.22225,-0.000312449,-6.65E-07
0.2225,-0.000312449,-6.65E-07
0.22275,-0.000312449,-6.65E-07
0.223,-0.000312449,-6.65E-07
0.22325,-0.000312449,-6.65E-07
0.2235,-0.000312449,-6.65E-07
0.22375,-0.000312449,-6.65E-07
0.224,-0.000312449,-6.65E-07
0.22425,-0.000312449,-6.65E-07
0.2245,-0.000312449,-6.65E-07
0.22475,-0.000312449,-6.65E-07
0.225,-0.000312449,-6.65E-07
0.22525,2.36E-05,5.03E-08
0.2255,-0.000312449,-6.65E-07
0.22575,-0.000312449,-6.65E-07
0.226,-0.000312449,-6.65E-07
0.22625,-0.000312449,-6.65E-07
0.2265,-0.000312449,-6.65E-07
0.22675,-0.000312449,-6.65E-07
0.227,-0.000312449,-6.65E-07
0.22725,-0.000312449,-6.65E-07
0.2275,-0.000312449,-6.65E-07
0.22775,-0.000312449,-6.65E-07
0.228,-0.000312449,-6.65E-07
0.22825,-0.000312449,-6.65E-07
0.2285,-0.000312449,-6.65E-07
0.22875,-0.000312449,-6.65E-07
0.229,-0.000312449,-6.65E-07
0.22925,-0.000312449,-6.65E-07
0.2295,-0.000312449,-6.65E-07
0.22975,-0.000312449,-6.65E-07
0.23,-0.000312449,-6.65E-07
0.23025,-0.000312449,-6.65E-07
0.2305,-0.000312449,-6.65E-07
0.23075,-0.000312449,-6.65E-07
0.231,-0.000312449,-6.65E-07
0.23125,-0.000312449,-6.65E-07
0.2315,-0.000312449,-6.65E-07
0.23175,-0.000312449,-6.65E-07
0.232,-0.000312449,-6.65E-07
0.23225,-0.000312449,-6.65E-07
0.2325,-0.000312449,-6.65E-07
0.23275,-0.000312449,-6.65E-07
0.233,-0.000312449,-6.65E-07
0.23325,-0.000312449,-6.65E-07
0.2335,-0.000312449,-6.65E-07
0.23375,-0.000312449,-6.65E-07
0.234,-0.000312449,-6.65E-07
0.23425,2.36E-05,5.03E-08
0.2345,2.36E-05,5.03E-08
0.23475,-0.000312449,-6.65E-07
0.235,-0.000312449,-6.65E-07
0.23525,2.36E-05,5.03E-08
0.2355,-0.000312449,-6.65E-07
0.23575,-0.000312449,-6.65E-07
0.236,-0.000312449,-6.65E-07
0.23625,-0.000312449,-6.65E-07
0.2365,-0.000312449,-6.65E-07
0.23675,-0.000312449,-6.65E-07
0.237,-0.000312449,-6.65E-07
0.23725,-0.000312449,-6.65E-07
0.2375,-0.000312449,-6.65E-07
0.23775,-0.000312449,-6.65E-07
0.238,-0.000312449,-6.65E-07
0.23825,-0.000312449,-6.65E-07
0.2385,-0.000312449,-6.65E-07
0.23875,2.36E-05,5.03E-08
0.239,-0.000312449,-6.65E-07
0.23925,-0.000312449,-6.65E-07
0.2395,-0.000312449,-6.65E-07
0.23975,-0.000312449,-6.65E-07
0.24,-0.000312449,-6.65E-07
0.24025,-0.000312449,-6.65E-07
0.2405,-0.000312449,-6.65E-07
0.24075,-0.000312449,-6.65E-07
0.241,-0.000312449,-6.65E-07
0.24125,-0.000312449,-6.65E-07
0.2415,-0.000312449,-6.65E-07
0.24175,-0.000312449,-6.65E-07
0.242,-0.000312449,-6.65E-07
0.24225,-0.000312449,-6.65E-07
0.2425,-0.000312449,-6.65E-07
0.24275,-0.000312449,-6.65E-07
0.243,-0.000312449,-6.65E-07
0.24325,-0.000312449,-6.65E-07
0.2435,2.36E-05,5.03E-08
0.24375,-0.000312449,-6.65E-07
0.244,-0.000312449,-6.65E-07
0.24425,-0.000312449,-6.65E-07
0.2445,-0.000312449,-6.65E-07
0.24475,-0.000312449,-6.65E-07
0.245,-0.000312449,-6.65E-07
0.24525,-0.000312449,-6.65E-07
0.2455,-0.000312449,-6.65E-07
0.24575,-0.000312449,-6.65E-07
0.246,-0.000312449,-6.65E-07
0.24625,-0.000312449,-6.65E-07
0.2465,-0.000312449,-6.65E-07
0.24675,-0.000312449,-6.65E-07
0.247,-0.000312449,-6.65E-07
0.24725,-0.000312449,-6.65E-07
0.2475,-0.000312449,-6.65E-07
0.24775,-0.000312449,-6.65E-07
0.248,-0.000312449,-6.65E-07
0.24825,-0.000312449,-6.65E-07
0.2485,-0.000312449,-6.65E-07
0.24875,-0.000312449,-6.65E-07
0.249,-0.000312449,-6.65E-07
0.24925,-0.000312449,-6.65E-07
0.2495,-0.000312449,-6.65E-07
0.24975,-0.000312449,-6.65E-07
0.25,-0.000312449,-6.65E-07
0.25025,-0.000312449,-6.65E-07
0.2505,2.36E-05,5.03E-08
0.25075,-0.000312449,-6.65E-07
0.251,2.36E-05,5.03E-08
0.25125,2.36E-05,5.03E-08
0.2515,-0.000312449,-6.65E-07
0.25175,-0.000312449,-6.65E-07
0.252,-0.000312449,-6.65E-07
0.25225,-0.000312449,-6.65E-07
0.2525,2.36E-05,5.03E-08
0.25275,2.36E-05,5.03E-08
0.253,2.36E-05,5.03E-08
0.25325,-0.000312449,-6.65E-07
0.2535,2.36E-05,5.03E-08
0.25375,2.36E-05,5.03E-08
0.254,-0.000312449,-6.65E-07
0.25425,2.36E-05,5.03E-08
0.2545,-0.000312449,-6.65E-07
0.25475,-0.000312449,-6.65E-07
0.255,2.36E-05,5.03E-08
0.25525,-0.000312449,-6.65E-07
0.2555,2.36E-05,5.03E-08
0.25575,-0.000312449,-6.65E-07
0.256,-0.000312449,-6.65E-07
0.25625,-0.000312449,-6.65E-07
0.2565,2.36E-05,5.03E-08
0.25675,2.36E-05,5.03E-08
0.257,2.36E-05,5.03E-08
0.25725,-0.000312449,-6.65E-07
0.2575,-0.000312449,-6.65E-07
0.25775,2.36E-05,5.03E-08
0.258,-0.000312449,-6.65E-07
0.25825,-0.000312449,-6.65E-07
0.2585,2.36E-05,5.03E-08
0.25875,2.36E-05,5.03E-08
0.259,2.36E-05,5.03E-08
0.25925,2.36E-05,5.03E-08
0.2595,2.36E-05,5.03E-08
0.25975,2.36E-05,5.03E-08
0.26,2.36E-05,5.03E-08
0.26025,2.36E-05,5.03E-08
0.2605,2.36E-05,5.03E-08
0.26075,2.36E-05,5.03E-08
0.261,2.36E-05,5.03E-08
0.26125,-0.000312449,-6.65E-07
0.2615,-0.000312449,-6.65E-07
0.26175,2.36E-05,5.03E-08
0.262,2.36E-05,5.03E-08
0.26225,2.36E-05,5.03E-08
0.2625,-0.000312449,-6.65E-07
0.26275,2.36E-05,5.03E-08
0.263,2.36E-05,5.03E-08
0.26325,2.36E-05,5.03E-08
0.2635,2.36E-05,5.03E-08
0.26375,2.36E-05,5.03E-08
0.264,2.36E-05,5.03E-08
0.26425,2.36E-05,5.03E-08
0.2645,2.36E-05,5.03E-08
0.26475,2.36E-05,5.03E-08
0.265,2.36E-05,5.03E-08
0.26525,2.36E-05,5.03E-08
0.2655,2.36E-05,5.03E-08
0.26575,2.36E-05,5.03E-08
0.266,2.36E-05,5.03E-08
0.26625,2.36E-05,5.03E-08
0.2665,2.36E-05,5.03E-08
0.26675,2.36E-05,5.03E-08
0.267,2.36E-05,5.03E-08
0.26725,2.36E-05,5.03E-08
0.2675,2.36E-05,5.03E-08
0.26775,2.36E-05,5.03E-08
0.268,2.36E-05,5.03E-08
0.26825,2.36E-05,5.03E-08
0.2685,2.36E-05,5.03E-08
0.26875,2.36E-05,5.03E-08
0.269,2.36E-05,5.03E-08
0.26925,2.36E-05,5.03E-08
0.2695,2.36E-05,5.03E-08
0.26975,2.36E-05,5.03E-08
0.27,-0.000312449,-6.65E-07
0.27025,2.36E-05,5.03E-08
0.2705,2.36E-05,5.03E-08
0.27075,2.36E-05,5.03E-08
0.271,-0.000312449,-6.65E-07
0.27125,2.36E-05,5.03E-08
0.2715,2.36E-05,5.03E-08
0.27175,-0.000312449,-6.65E-07
0.272,2.36E-05,5.03E-08
0.27225,2.36E-05,5.03E-08
0.2725,2.36E-05,5.03E-08
0.27275,2.36E-05,5.03E-08
0.273,2.36E-05,5.03E-08
0.27325,2.36E-05,5.03E-08
0.2735,2.36E-05,5.03E-08
0.27375,2.36E-05,5.03E-08
0.274,2.36E-05,5.03E-08
0.27425,-0.000312449,-6.65E-07
